from_totally_fake_account,to_randomly_generated_account,total_amount,frequency
53235.0,9300,183.9,32
53235.0,97747,371.55,63
53258.0,10420,6247.209999999999,82
53258.0,32035,106.0,17
53258.0,33124,50.0,1
53258.0,45194,287.0,50
53258.0,50024,220.5,38
53258.0,52873,75.4,14
53258.0,59191,294.55,57
53258.0,61338,107.5,18
53258.0,65491,487.93,80
53258.0,88245,56.8,13
53258.0,88769,104.0,15
53258.0,98924,128.25,15
53271.0,10451,86.0,12
53271.0,1125,81.5,14
53271.0,11977,145.55,28
53271.0,16357,411.08,64
53271.0,16649,484.01,74
53271.0,29972,510.7600000000001,64
53271.0,34055,47.0,8
53271.0,39119,2601.24,44
53271.0,41218,347.8400000000001,45
53271.0,63300,77.5,11
53271.0,74400,55.5,9
53275.0,43269,145.5,25
53275.0,55856,88.5,13
53275.0,65400,10283.55,100
53275.0,75207,169.24,23
53275.0,96055,96.0,14
53280.0,11577,75.5,13
53280.0,21177,175.0,30
53280.0,33124,50.0,1
53280.0,38562,191.5,30
53280.0,39282,9967.45,59
53280.0,39563,54.5,9
53280.0,54255,300.8,49
53280.0,67252,150.0,23
53280.0,80207,99.05,17
53280.0,88371,64.0,12
53280.0,90869,272.54999999999995,48
53280.0,92535,336.4500000000001,58
53280.0,99807,149.10000000000005,28
53310.0,1113,92.0,15
53310.0,11421,61.5,10
53310.0,11464,30.5,5
53310.0,31295,85.5,15
53310.0,64288,61.0,10
53310.0,83964,101.9,17
53310.0,90365,83.5,15
53310.0,91862,70.0,12
53310.0,92351,42.0,7
53310.0,96268,95.5,16
53315.0,100931,17.5,3
53315.0,16468,13.5,2
53315.0,29922,145.75,26
53315.0,2997,275.26,41
53315.0,31551,122.83,16
53315.0,35625,155.2,26
53315.0,35875,112.0,19
53315.0,36855,88.55,17
53315.0,40367,72.65,12
53315.0,40706,37.5,6
53315.0,44151,35.5,6
53315.0,4497,47.5,7
53315.0,50234,62.23,6
53315.0,57372,84.95,15
53315.0,72295,59.0,10
53315.0,78485,24.0,3
53315.0,84757,55.5,11
53315.0,87079,37.0,7
53315.0,88189,331.92999999999995,54
53315.0,93277,76.0,11
53315.0,93656,92.5,17
53315.0,97272,3989.27,36
53329.0,12900,75.9,12
53329.0,23074,173.0,27
53329.0,52924,755.7,127
53329.0,92924,236.55,42
53329.0,93530,76.05,15
53335.0,12184,75.5,11
53335.0,31600,7.12,1
53335.0,4723,75.0,11
53335.0,62085,47.5,9
53335.0,65347,42.0,7
53335.0,67516,373.7,61
53335.0,71712,95.0,15
53335.0,75633,88.5,13
53335.0,78802,174.0,28
53335.0,84486,326.0,54
53335.0,95205,46.5,8
53335.0,99609,724.85,123
53354.0,10526,115.2,21
53354.0,11343,258.9,40
53354.0,14662,96.75,18
53354.0,15258,6486.49,55
53354.0,24100,8.18,1
53354.0,31957,317.2999999999999,54
53354.0,31962,87.5,15
53354.0,7199,84.5,12
53354.0,74711,87.80000000000003,18
53354.0,77237,287.25,51
53354.0,78918,220.25,37
53354.0,83029,58.0,11
53367.0,100572,93.25,14
53367.0,15152,50.5,10
53367.0,17213,141.17,21
53367.0,21174,4116.65,15
53367.0,21201,96.0,18
53367.0,33124,100.0,2
53367.0,39000,2.45,1
53367.0,40903,30.5,5
53367.0,48806,39.5,7
53367.0,53532,1.95,1
53367.0,7233,58.72,8
53367.0,74483,2.65,1
53367.0,75219,2.45,1
53367.0,76071,62.97,4
53367.0,79690,55.4,4
53367.0,80626,2.55,1
53367.0,81455,55.0,9
53367.0,90304,90.0,14
53386.0,11662,873.3299999999998,97
53386.0,1784,190.5,29
53386.0,27594,83.5,15
53386.0,33124,100.0,2
53386.0,39829,117.05,20
53386.0,44683,206.5,35
53386.0,54512,9869.02,83
53386.0,56051,224.5,36
53386.0,6059,240.85,43
53386.0,76135,77.0,15
53386.0,84432,131.0,23
53386.0,8603,141.5,21
53386.0,90105,90.0,17
53388.0,100198,57.0,8
53388.0,19545,147.35,29
53388.0,24618,51.0,8
53388.0,31898,68.5,10
53388.0,34709,225.2,39
53388.0,40461,106.65,12
53388.0,47665,12.0,2
53388.0,50247,51.0,7
53388.0,51520,58.0,10
53388.0,54995,199.5,35
53388.0,55115,52.05,10
53388.0,62056,65.7,14
53388.0,62966,175.4,29
53388.0,63844,108.25,19
53388.0,72283,2539.45,26
53388.0,7857,74.4,14
53388.0,78824,105.8,20
53388.0,82388,132.9,24
53388.0,82651,81.2,15
53388.0,88859,118.7,23
53388.0,92554,229.4,40
53388.0,98168,19.0,4
53399.0,100593,152.5,26
53399.0,15414,185.4,26
53399.0,15940,25.5,5
53399.0,17575,143.30000000000004,26
53399.0,20710,37.5,7
53399.0,24469,63.0,10
53399.0,37281,70.44999999999997,14
53399.0,37934,281.0,48
53399.0,46727,187.75,29
53399.0,47552,31.45,6
53399.0,51790,60.5,11
53399.0,55548,34.0,5
53399.0,5979,104.0,19
53399.0,59959,113.4,19
53399.0,67920,45.5,8
53399.0,69144,52.5,9
53399.0,6957,124.55,25
53399.0,7058,178.15,31
53399.0,74155,133.0,21
53399.0,8181,16510.0,12
53425.0,25631,2.65,1
53425.0,30655,124.0,21
53425.0,54921,3.9,2
53425.0,74306,1.45,1
53425.0,86008,15910.0,12
53425.0,88698,438.12,37
53425.0,90952,1.8,1
53425.0,9204,633.66,48
53431.0,25368,256.0,34
53431.0,31006,49.0,8
53431.0,38120,173.0,28
53431.0,4614,80.5,14
53431.0,46930,2854.0,51
53431.0,51195,101.0,18
53431.0,59899,73.0,12
53431.0,62755,194.65,35
53431.0,72130,91.1,19
53431.0,76654,111.0,18
53431.0,82082,271.04,39
53431.0,87264,79.0,11
53440.0,13270,87.5,14
53440.0,20142,63.5,10
53440.0,23913,26.0,4
53440.0,39399,4274.25,36
53440.0,39565,57.95,10
53440.0,44898,160.2,20
53440.0,48375,160.60000000000005,31
53440.0,56646,50.0,7
53440.0,62190,27.5,5
53440.0,66931,99.5,17
53440.0,68192,34.0,6
53440.0,68290,63.0,9
53440.0,6910,51.5,8
53440.0,70819,40.0,7
53440.0,72679,24.5,4
53440.0,72919,23.5,4
53440.0,83507,76.30000000000003,17
53440.0,89534,247.0,41
53440.0,95749,73.5,11
53440.0,99629,188.0,33
53441.0,18681,109.5,19
53441.0,24757,4256.74,80
53441.0,30087,187.35,32
53441.0,30337,59.0,9
53441.0,46977,55.0,9
53441.0,50784,234.55,40
53441.0,63803,278.7,30
53441.0,66568,150.5,26
53441.0,67897,666.68,55
53441.0,7014,175.0,26
53441.0,75211,194.5,32
53441.0,8438,110.0,19
53441.0,90502,194.6,32
53441.0,97523,106.45,19
53441.0,99452,181.6,28
53444.0,19093,251.28000000000003,23
53444.0,22328,60.5,10
53444.0,25930,139.8,25
53444.0,30200,59.0,9
53444.0,34217,282.57,40
53444.0,37827,473.72,69
53444.0,38674,185.57,31
53444.0,43151,80.0,13
53444.0,45702,60.5,10
53444.0,50073,18200.0,12
53444.0,7949,27.0,5
53444.0,80844,104.5,17
53444.0,8474,51.0,7
53444.0,85643,82.8,13
53444.0,87036,52.6,10
53444.0,89470,468.0,72
53444.0,91561,220.18,36
53449.0,13935,66.5,11
53449.0,14467,17895.0,12
53449.0,15135,399.5,69
53449.0,19525,57.99999999999999,13
53449.0,39194,38.5,6
53449.0,49789,59.0,10
53449.0,66892,56.5,9
53449.0,72954,252.0,40
53449.0,75170,68.65,12
53449.0,75846,16.0,3
53449.0,77243,110.95,21
53449.0,80477,23.5,3
53449.0,80711,94.5,13
53449.0,87398,64.5,10
53449.0,92488,15.0,3
53449.0,92768,110.0,17
53449.0,93216,138.15,21
53453.0,20965,67.75,14
53453.0,2714,140.0,26
53453.0,31291,108.0,18
53453.0,31550,121.5,19
53453.0,35239,96.65,17
53453.0,42056,232.5,40
53453.0,74361,85.0,14
53453.0,74815,93.0,18
53453.0,85621,146.0,23
53453.0,88664,15845.0,12
53457.0,18786,69.0,11
53457.0,2308,78.4,14
53457.0,29702,182.05,27
53457.0,30483,711.63,87
53457.0,32790,18230.0,12
53457.0,33124,50.0,1
53457.0,39184,190.0,31
53457.0,72283,90.45,19
53457.0,76235,296.65,52
53457.0,76665,95.0,15
53457.0,79064,125.0,22
53457.0,87604,175.45,32
53457.0,91384,721.4000000000002,67
53457.0,95044,195.5,33
53457.0,97124,85.8,14
53471.0,10004,60.05,12
53471.0,17527,34.15,6
53471.0,1757,98.5,16
53471.0,30050,177.45000000000005,33
53471.0,30976,4939.14,56
53471.0,31703,33.5,6
53471.0,33117,85.0,13
53471.0,34002,81.5,11
53471.0,35257,126.0,20
53471.0,43006,58.55,12
53471.0,54640,139.2,26
53471.0,56461,70.75,13
53471.0,6566,503.15,88
53471.0,69488,99.75,18
53471.0,83998,59.5,10
53471.0,85059,104.4,18
53481.0,10145,43.0,6
53481.0,2409,180.5,27
53481.0,26819,68.0,13
53481.0,31957,31.0,5
53481.0,40409,74.45,13
53481.0,55743,37.0,6
53481.0,60475,277.35,47
53481.0,63967,7376.74,80
53481.0,64972,50.5,9
53481.0,75768,157.15,27
53481.0,80455,256.5,42
53481.0,88873,52.0,7
53481.0,89830,76.5,14
53481.0,91906,209.9,36
53494.0,1018,94.5,15
53494.0,21844,4434.21,54
53494.0,23909,119.75,20
53494.0,26499,89.5,13
53494.0,30520,184.2,36
53494.0,33124,50.0,1
53494.0,46012,217.65000000000003,39
53494.0,55352,76.0,14
53494.0,57433,235.0,42
53494.0,58176,122.5,18
53494.0,8089,114.0,20
53494.0,81488,354.15,61
53494.0,99104,346.0,55
53511.0,27948,6088.8899999999985,42
53511.0,3853,106.0,15
53511.0,4549,78.5,14
53511.0,46638,46.5,9
53511.0,50630,198.91,29
53511.0,56814,116.0,17
53511.0,57778,312.42,45
53511.0,59664,64.5,10
53511.0,60262,161.92000000000004,23
53511.0,7528,182.5,31
53511.0,75588,89.85,20
53511.0,81823,147.34999999999997,29
53511.0,8295,59.5,10
53511.0,93187,50.0,7
53511.0,9515,113.5,18
53512.0,39037,84.0,12
53512.0,40249,28.0,5
53512.0,46675,97.0,16
53512.0,4815,107.29,11
53512.0,6355,465.95,57
53512.0,63803,134.0,20
53512.0,71788,7831.530000000002,33
53512.0,80492,60.0,10
53512.0,8438,114.0,17
53512.0,90502,85.15,15
53512.0,97530,48.5,8
53512.0,99452,107.55,20
53525.0,11252,5551.15,28
53525.0,17169,155.25,26
53525.0,17526,92.65,15
53525.0,24024,89.5,14
53525.0,36145,265.0,44
53525.0,38111,98.0,17
53525.0,41707,202.75000000000003,37
53525.0,5782,54.0,8
53525.0,67152,79.0,13
53525.0,69356,102.0,19
53525.0,71849,263.65,46
53525.0,75998,100.5,17
53525.0,77479,56.5,9
53525.0,79891,49.0,8
53527.0,14247,113.15,21
53527.0,16105,85.5,14
53527.0,24033,99.39,16
53527.0,24988,76.7,13
53527.0,26969,435.53,25
53527.0,27290,172.0,22
53527.0,31907,84.5,11
53527.0,33124,50.0,1
53527.0,35083,110.0,19
53527.0,38298,106.15,18
53527.0,43777,99.0,13
53527.0,44992,41.9,9
53527.0,54435,81.5,15
53527.0,7519,115.0,18
53527.0,81758,109.15,20
53527.0,85014,387.11,31
53527.0,90903,116.45,23
53527.0,97699,88.0,15
53527.0,99019,59.0,10
53532.0,100572,32.0,5
53532.0,2116,246.41,29
53532.0,21802,66.5,12
53532.0,24035,74.30000000000003,15
53532.0,26937,161.5,24
53532.0,33124,100.0,2
53532.0,36779,83.5,15
53532.0,39000,98.65,16
53532.0,42733,365.41999999999985,57
53532.0,5319,45.15,8
53532.0,6211,443.42,41
53532.0,75219,329.5200000000001,34
53532.0,75786,67.65,13
53532.0,81650,37.0,5
53532.0,84496,2925.35,34
53532.0,93085,41.5,5
53532.0,98446,42.5,6
53532.0,99326,110.0,18
53534.0,11568,41.5,8
53534.0,15901,94.7,16
53534.0,18199,52.0,8
53534.0,18430,139.41,19
53534.0,2487,68.5,11
53534.0,26808,17.0,3
53534.0,38188,62.7,11
53534.0,43441,70.5,14
53534.0,49641,214.5,37
53534.0,52352,3738.49,24
53534.0,52658,52.71,10
53534.0,58844,42.5,7
53534.0,59900,33.2,8
53534.0,78380,15.0,3
53534.0,81503,205.28,27
53534.0,81605,68.0,11
53534.0,85615,105.4,19
53534.0,87302,254.0,42
53534.0,93905,107.5,18
53534.0,95953,67.0,10
53534.0,99856,28.0,5
53534.0,99949,65.0,11
53536.0,24476,147.65,27
53536.0,29649,11526.9,96
53536.0,31469,12.0,2
53536.0,3582,77.5,10
53536.0,36856,128.0,21
53536.0,38359,93.85,15
53536.0,42131,51.5,10
53536.0,46405,61.0,9
53536.0,49161,48.5,8
53536.0,51542,81.0,11
53536.0,67503,70.0,12
53536.0,6889,72.5,11
53536.0,80647,17.0,3
53536.0,81451,129.10000000000002,22
53536.0,8194,53.0,10
53536.0,82823,96.0,15
53536.0,85764,26.5,5
53536.0,86572,50.5,8
53536.0,86693,42.65,9
53536.0,8996,36.5,7
53536.0,9055,83.0,14
53545.0,27184,124.5,21
53545.0,39054,6843.27,41
53545.0,51292,426.06,73
53545.0,56384,240.15,42
53545.0,69459,102.0,17
53545.0,78828,115.0,19
53545.0,83457,55.5,9
53545.0,88448,145.95000000000005,28
53545.0,91686,406.03,60
53545.0,93167,126.15,13
53545.0,94178,110.0,20
53586.0,11730,173.64999999999995,31
53586.0,13375,18570.0,12
53586.0,18517,67.0,13
53586.0,25543,35.0,5
53586.0,25798,90.44,13
53586.0,32366,149.4,25
53586.0,45836,70.5,11
53586.0,4731,20.0,4
53586.0,67779,21.5,3
53586.0,71647,146.95,25
53586.0,76124,112.0,17
53586.0,82786,35.0,6
53586.0,83572,43.5,8
53586.0,98845,47.5,8
53586.0,98938,48.0,10
53592.0,18742,172.06,24
53592.0,41657,440.43,72
53592.0,54417,18700.0,12
53592.0,64208,175.5,28
53592.0,66106,318.3,52
53592.0,72595,78.0,14
53592.0,74881,32.5,6
53592.0,8250,211.22,18
53592.0,88314,85.2,17
53592.0,90294,107.45,18
53605.0,22106,29.0,4
53605.0,31184,15.0,3
53605.0,34431,418.4,69
53605.0,3822,193.4,35
53605.0,39319,66.5,10
53605.0,44474,43.5,7
53605.0,44959,47.0,9
53605.0,45165,69.5,13
53605.0,50511,459.16,42
53605.0,62797,71.0,13
53605.0,63654,181.6,34
53605.0,65384,198.05,30
53605.0,68846,488.39,36
53605.0,82756,161.5,25
53615.0,16019,148.0,24
53615.0,24597,300.85,49
53615.0,27550,332.3,37
53615.0,38962,183.72,30
53615.0,40965,72.0,10
53615.0,45375,121.95,22
53615.0,49985,4147.65,32
53615.0,51787,40.5,7
53615.0,51861,79.9,15
53615.0,60242,130.07,18
53615.0,65929,114.1,25
53615.0,77738,158.10000000000005,32
53615.0,82871,157.0,29
53615.0,95032,19.5,3
53618.0,3269,354.4,64
53618.0,34573,232.02,32
53618.0,38353,99.0,15
53618.0,40459,24.5,4
53618.0,44439,67.85,12
53618.0,44990,56.0,10
53618.0,47699,131.20999999999998,20
53618.0,57562,44.5,8
53618.0,58144,179.05,33
53618.0,62069,39.5,5
53618.0,62613,43.0,7
53618.0,64800,4196.18,39
53618.0,73392,27.5,5
53618.0,73599,270.75,39
53618.0,81228,45.5,7
53618.0,90683,43.5,7
53618.0,90764,178.24,27
53625.0,100800,191.0,32
53625.0,12709,43.0,7
53625.0,18976,159.55,26
53625.0,39160,481.5,79
53625.0,44797,259.1,41
53625.0,78345,85.0,14
53625.0,95164,17475.0,12
53637.0,17025,112.5,22
53637.0,1808,78.45,12
53637.0,19305,255.0,36
53637.0,25687,69.5,13
53637.0,29932,67.5,11
53637.0,37684,171.3,29
53637.0,59042,96.5,14
53637.0,66812,89.0,13
53637.0,6947,42.0,8
53637.0,72776,65.0,10
53637.0,75944,11080.8,45
53637.0,88017,102.0,17
53637.0,98597,297.4500000000001,53
53668.0,12139,118.0,19
53668.0,13309,397.7,65
53668.0,14460,158.0,24
53668.0,22520,72.5,14
53668.0,31056,81.0,12
53668.0,32790,91.0,15
53668.0,48313,139.05,23
53668.0,58866,88.0,16
53668.0,61751,811.5499999999997,143
53668.0,79550,142.38,19
53668.0,95349,133.8,15
53668.0,9600,72.5,11
53674.0,100986,56.0,9
53674.0,10480,101.5,15
53674.0,1186,84.5,12
53674.0,16419,25.0,4
53674.0,27789,151.5,25
53674.0,43775,116.5,19
53674.0,48652,523.4499999999998,89
53674.0,67725,110.8,16
53674.0,74989,34.5,6
53674.0,8267,83.5,15
53674.0,89305,179.5,26
53674.0,95504,73.0,14
53677.0,12351,78.0,14
53677.0,18328,87.8,16
53677.0,30418,69.0,10
53677.0,32205,189.05,34
53677.0,35112,68.0,12
53677.0,55569,147.5,24
53677.0,56693,282.95,44
53677.0,66154,184.25,34
53677.0,69440,51.9,10
53677.0,72182,160.64999999999995,30
53677.0,75248,186.93,27
53677.0,84327,127.5,21
53677.0,91830,109.0,18
53677.0,9499,16425.0,12
53678.0,1000,37.15,6
53678.0,15264,53.0,8
53678.0,18013,171.95,30
53678.0,20017,75.5,11
53678.0,20025,150.95,17
53678.0,28272,159.95,29
53678.0,29886,85.0,13
53678.0,29936,85.5,14
53678.0,31489,18090.0,12
53678.0,33124,50.0,1
53678.0,33387,94.0,16
53678.0,52352,35.5,6
53678.0,58590,315.65,56
53678.0,6434,47.5,7
53678.0,83177,106.7,19
53678.0,83404,136.0,18
53678.0,86213,59.5,11
53678.0,96873,75.7,13
53693.0,23033,30.7,7
53693.0,38461,48.5,8
53693.0,38625,88.0,15
53693.0,44898,212.4,38
53693.0,50860,29.0,5
53693.0,53142,5913.21,30
53693.0,5834,260.3,44
53693.0,66931,68.5,12
53693.0,68290,34.5,6
53693.0,72919,32.0,5
53693.0,7850,112.58,16
53693.0,84217,118.0,20
53693.0,8475,9.0,2
53693.0,84858,47.0,9
53693.0,91045,49.0,8
53693.0,95480,66.5,11
53693.0,98285,54.0,9
53703.0,11448,75.60000000000002,13
53703.0,16482,120.5,20
53703.0,24677,90.0,13
53703.0,25018,55.5,10
53703.0,27659,105.0,18
53703.0,33124,50.0,1
53703.0,41729,48.5,7
53703.0,48135,187.95,31
53703.0,49092,68.5,12
53703.0,55334,422.03,63
53703.0,68745,122.7,23
53703.0,70285,312.45,53
53703.0,79483,101.8,18
53703.0,79792,32.0,6
53703.0,90817,167.28,30
53703.0,91049,144.5,22
53703.0,91054,69.5,10
53710.0,11458,60.3,12
53710.0,17034,205.6,38
53710.0,17735,74.0,11
53710.0,2626,39.0,7
53710.0,26508,45.0,6
53710.0,26511,68.5,12
53710.0,33124,50.0,1
53710.0,33443,95.35,19
53710.0,41428,141.2,25
53710.0,46251,42.0,7
53710.0,58491,83.42,10
53710.0,6082,63.5,10
53710.0,62352,181.5,31
53710.0,64509,251.35,41
53710.0,68926,54.0,10
53710.0,69792,105.0,16
53710.0,78137,162.78,24
53710.0,81222,243.5,37
53730.0,15633,57.5,11
53730.0,16739,48.0,8
53730.0,22916,24.0,4
53730.0,30479,51.5,10
53730.0,4710,36.0,6
53730.0,49759,38.7,8
53730.0,66188,55.5,9
53730.0,66314,77.0,14
53730.0,67349,91.5,18
53730.0,69162,121.0,18
53730.0,81012,121.0,17
53730.0,88009,53.5,10
53730.0,88084,57.0,9
53730.0,91364,102.5,16
53730.0,97015,14206.92,53
53730.0,98219,152.0,24
53730.0,98481,13.5,2
53734.0,10748,50.5,9
53734.0,18613,4360.05,40
53734.0,19079,226.95,35
53734.0,25097,74.5,12
53734.0,31763,142.95,25
53734.0,33124,50.0,1
53734.0,34966,58.45,11
53734.0,35303,153.8,26
53734.0,44863,253.5,43
53734.0,69020,72.5,13
53734.0,7120,66.0,11
53734.0,71564,403.5,61
53734.0,74337,220.0,37
53734.0,77400,76.5,14
53734.0,9607,51.08,7
53737.0,24547,32.5,6
53737.0,33833,4007.03,62
53737.0,34672,581.7700000000002,73
53737.0,36350,615.6099999999999,89
53737.0,5058,60.3,10
53737.0,59712,85.7,16
53737.0,66502,133.05,20
53737.0,73951,119.95,20
53737.0,81830,142.0,23
53759.0,11177,71.7,12
53759.0,11182,34.5,5
53759.0,17117,117.3,21
53759.0,2046,25.0,5
53759.0,23310,136.55,26
53759.0,24922,125.0,21
53759.0,28355,160.5,27
53759.0,29645,186.81,19
53759.0,33121,72.5,15
53759.0,33124,50.0,1
53759.0,39841,90.1,16
53759.0,43844,46.0,7
53759.0,51544,95.5,15
53759.0,55218,41.0,8
53759.0,57799,147.36,21
53759.0,65991,49.25,9
53759.0,66294,101.7,17
53759.0,7104,334.22,52
53759.0,72354,172.0,30
53759.0,81257,2554.4300000000007,59
53759.0,84945,150.0,25
53759.0,88041,9.0,2
53781.0,24217,127.5,21
53781.0,40080,47.5,8
53781.0,4269,73.0,10
53781.0,47342,4.55,2
53781.0,52873,89.0,13
53781.0,55544,88.0,14
53781.0,61128,1.95,1
53781.0,66168,64.5,10
53781.0,79384,12.650000000000002,6
53781.0,88245,71.5,13
53781.0,97829,2.4,1
53781.0,99351,15630.0,12
53795.0,100280,9.5,2
53795.0,100600,144.0,23
53795.0,14837,99.8,19
53795.0,17434,115.0,22
53795.0,23456,43.0,7
53795.0,25975,26.0,4
53795.0,26178,120.95,18
53795.0,28295,76.5,14
53795.0,38986,49.0,8
53795.0,41075,35.0,6
53795.0,45748,159.5,27
53795.0,49026,70.5,12
53795.0,4931,3585.0,16
53795.0,58086,90.5,13
53795.0,63812,166.0,28
53795.0,79412,114.05,18
53795.0,81657,161.4,29
53795.0,82706,68.0,13
53795.0,86366,117.85,20
53795.0,87547,228.0,39
53795.0,87771,99.0,15
53795.0,96859,48.5,9
53795.0,97922,72.0,11
53797.0,10197,72.5,13
53797.0,15386,69.5,12
53797.0,15788,163.15,29
53797.0,1799,16790.0,12
53797.0,25225,105.45,19
53797.0,26504,74.0,12
53797.0,31647,78.5,12
53797.0,40536,9.0,1
53797.0,4091,83.5,15
53797.0,56067,69.5,12
53797.0,5831,53.5,10
53797.0,67182,110.5,19
53797.0,71632,22.0,4
53797.0,79279,92.5,15
53797.0,81257,51.0,9
53797.0,82749,71.0,10
53797.0,84110,50.5,9
53797.0,87026,171.95,31
53797.0,98861,335.0,50
53797.0,99600,36.0,6
53806.0,12183,62.5,11
53806.0,13375,19055.0,12
53806.0,22266,112.0,17
53806.0,25798,35.5,5
53806.0,36292,223.5,34
53806.0,44423,46.5,8
53806.0,54752,65.5,10
53806.0,61486,177.75000000000003,33
53806.0,64472,80.0,11
53806.0,64993,56.0,10
53806.0,6545,21.0,4
53806.0,6569,40.0,7
53806.0,92566,59.5,10
53806.0,96570,516.7,86
53806.0,97961,76.0,13
53806.0,99483,103.4,20
53807.0,26258,51.5,8
53807.0,28068,45.5,8
53807.0,33124,50.0,1
53807.0,4018,88.0,13
53807.0,48381,123.0,18
53807.0,56963,70.0,12
53807.0,57645,61.0,10
53807.0,61584,8298.599999999999,38
53807.0,81649,341.07,48
53807.0,83195,154.0,24
53807.0,8419,127.75,23
53807.0,91157,196.0,31
53807.0,92973,109.5,14
53807.0,94744,235.3,37
53813.0,10928,101.0,19
53813.0,22055,54.5,8
53813.0,26675,178.5,27
53813.0,33124,50.0,1
53813.0,34732,43.5,6
53813.0,35944,4808.0,31
53813.0,41721,204.5,32
53813.0,59640,5.5,1
53813.0,77724,114.19,19
53813.0,85545,347.3,63
53813.0,89644,67.13,7
53813.0,99815,30.0,5
53816.0,14593,238.15,41
53816.0,15533,205.5,34
53816.0,33131,109.75,17
53816.0,35457,70.4,13
53816.0,3884,78.0,11
53816.0,42673,49.0,9
53816.0,5254,103.7,18
53816.0,57287,223.5,39
53816.0,64093,16408.0,95
53816.0,68276,186.75,27
53816.0,69043,39.5,7
53816.0,70052,165.65,28
53816.0,78000,153.05,25
53816.0,8387,236.5,41
53826.0,11505,50.5,8
53826.0,15350,104.5,18
53826.0,17398,48.5,7
53826.0,22010,226.95,39
53826.0,22013,201.45,30
53826.0,26108,59.5,8
53826.0,39501,16915.0,12
53826.0,43463,65.5,12
53826.0,46143,43.0,8
53826.0,47413,65.4,12
53826.0,52078,103.77,15
53826.0,55290,41.0,7
53826.0,5893,151.9,27
53826.0,65174,66.5,12
53826.0,7539,82.5,12
53826.0,79971,148.0,23
53842.0,31949,123.5,19
53842.0,44584,166.5,25
53842.0,44674,69.4,14
53842.0,49569,106.7,17
53842.0,56737,131.5,21
53842.0,61307,101.55,18
53842.0,66697,756.2,126
53842.0,66813,39.0,7
53842.0,73305,34.0,5
53842.0,79411,108.2,19
53842.0,79910,53.61,8
53842.0,82278,74.5,14
53842.0,8565,46.5,8
53842.0,95152,58.5,11
53873.0,11448,11.0,2
53873.0,16482,105.0,17
53873.0,19036,27.0,4
53873.0,19491,102.0,18
53873.0,20500,47.91,7
53873.0,27659,305.5,52
53873.0,33124,100.0,2
53873.0,48135,141.0,24
53873.0,54790,311.5,57
53873.0,59055,139.65,24
53873.0,66359,77.0,12
53873.0,68129,57.5,9
53873.0,70163,215.5,26
53873.0,71575,229.40000000000003,45
53873.0,79792,105.0,17
53873.0,88673,184.0,27
53898.0,15272,48.5,8
53898.0,16948,16085.0,12
53898.0,26542,87.9,17
53898.0,30096,78.45,12
53898.0,35125,158.0,25
