to_randomly_generated_account,frequency,monetary,recency
58317,3,12.05,23.0
58318,18,106.5,2.0
5832,12,107.95,2.0
58321,26,160.65,0.0
58322,21,123.65,3.0
58327,19,104.5,0.0
58339,21,127.65,3.0
5834,10,53.5,5.0
58346,20,127.0,2.0
58351,28,138.45,4.0
58353,8,46.0,5.0
58354,16,4305.5,2.0
58356,27,160.5,5.0
58372,32,222.5,0.0
58393,40,2204.46,5.0
58396,14,61.3,0.0
58398,15,108.53,5.0
58400,34,221.15,0.0
58403,13,73.7,0.0
58404,20,111.5,0.0
58427,16,114.0,4.0
58428,32,21959.65,2.0
58439,17,97.5,2.0
5844,14,89.8,2.0
58441,24,146.0,2.0
58449,16,93.5,1.0
58450,7,36.5,7.0
58473,25,713.4,7.0
58476,22,127.3,0.0
58478,30,228.47,4.0
58479,24,869.28,0.0
58481,24,140.1,0.0
58482,16,96.0,0.0
58491,26,148.5,0.0
58512,16,886.05,0.0
58517,13,76.5,8.0
5852,16,108.0,0.0
58522,26,150.45,0.0
58523,16,118.25,0.0
5853,16,100.85,5.0
58530,23,128.55,0.0
58531,23,1605.0,3.0
58557,13,71.0,10.0
58564,36,2834.18,0.0
58571,17,110.0,5.0
58575,27,249.05,0.0
58590,23,145.0,3.0
58592,17,1935.0,0.0
58593,29,1942.5,3.0
58594,11,65.5,6.0
58611,21,817.5,1.0
58622,12,84.72,1.0
58626,13,115.64,4.0
58637,24,138.55,0.0
58641,16,86.55,0.0
58646,18,1009.9,2.0
58652,43,273.4,1.0
58660,9,47.0,5.0
58665,31,278.66,2.0
58676,23,154.0,0.0
58678,5,25.0,10.0
58688,12,56.0,0.0
58689,8,44.5,4.0
58691,20,123.3,4.0
58697,6,42.0,8.0
58701,20,108.5,0.0
58728,11,83.69,0.0
58731,11,67.0,0.0
58762,25,1740.5,0.0
58769,19,103.7,0.0
58783,31,170.5,0.0
58798,21,910.5,0.0
58808,18,106.5,0.0
58813,17,109.5,5.0
58815,23,142.5,0.0
58819,12,786.4,0.0
5882,17,109.5,5.0
58844,6,38.0,0.0
58846,6,44.0,5.0
58866,20,5773.7,0.0
58870,29,2172.65,4.0
58871,6,37.5,0.0
58875,21,113.5,5.0
58881,17,101.35,4.0
5889,6,35.5,6.0
58890,6,36.65,7.0
58891,14,88.0,0.0
58898,16,19248.0,2.0
5890,20,119.0,0.0
58904,15,149.64000000000001,4.0
58910,10,71.0,1.0
58920,8,44.5,0.0
58922,19,88.8,0.0
5893,20,118.0,0.0
58933,19,125.25,3.0
58959,25,127.6,4.0
5896,18,106.45,2.0
58961,31,200.15,0.0
58966,8,44.5,7.0
58967,19,905.0,0.0
58968,12,68.5,3.0
58969,22,119.35,1.0
58977,14,969.1,1.0
58991,16,112.0,0.0
59000,7,38.0,14.0
59001,13,74.0,7.0
59005,32,207.5,0.0
59006,6,31.0,19.0
59024,37,236.77,2.0
59036,31,265.1,4.0
59042,16,94.0,5.0
59047,14,843.75,4.0
59055,22,121.65,0.0
59063,14,75.0,3.0
59067,17,96.5,4.0
59081,27,1066.0,1.0
59092,22,159.2,1.0
59100,23,215.51,5.0
59103,6,32.5,1.0
59114,30,178.0,0.0
59131,17,107.12,1.0
59147,35,2591.68,0.0
59151,18,127.22,0.0
59155,11,73.0,5.0
59156,17,870.65,1.0
59157,24,135.5,0.0
59180,26,143.5,0.0
59183,12,73.5,0.0
59188,26,145.5,0.0
5919,23,3432.05,2.0
59191,18,95.05,5.0
59195,26,148.0,0.0
59207,23,118.6,0.0
59219,24,132.0,0.0
59228,22,151.5,2.0
59232,17,109.0,5.0
59238,24,121.4,0.0
59239,18,100.45,5.0
59247,14,147.22,0.0
59255,12,119.85,0.0
59256,13,82.0,3.0
59260,11,70.5,9.0
59261,18,103.0,5.0
59273,22,1812.4,10.0
59284,10,58.5,8.0
59293,17,116.18,0.0
59294,31,187.0,0.0
59298,21,123.45,0.0
59300,35,253.96,3.0
59305,28,169.5,0.0
59307,12,85.0,1.0
59309,15,91.0,7.0
59313,12,77.0,8.0
59317,28,548.45,3.0
59318,14,80.9,5.0
59320,24,718.8,6.0
59352,18,92.35,0.0
59356,17,102.5,0.0
5936,25,147.05,2.0
59362,35,1193.93,5.0
59370,16,90.5,1.0
59374,14,9949.0,1.0
59376,15,767.43,0.0
59385,17,107.4,6.0
59389,26,157.0,0.0
59394,25,157.64,5.0
59404,27,15398.5,2.0
5941,8,62.75,8.0
59410,15,123.65,3.0
59429,11,69.0,6.0
59433,19,126.65,0.0
59436,17,126.0,7.0
59439,6,28.9,7.0
59442,25,153.0,0.0
59444,15,102.5,1.0
59458,22,189.26,0.0
59479,9,45.65,3.0
59499,23,149.92,1.0
59500,14,97.0,0.0
59507,22,1335.01,7.0
59511,12,71.0,5.0
59533,23,175.9,5.0
59539,25,149.55,0.0
59544,6,30.45,2.0
59553,52,44107.3,0.0
59554,19,127.5,0.0
59555,19,151.65,5.0
59565,35,297.02,3.0
59572,24,148.5,0.0
59579,15,79.5,0.0
59583,19,901.65,0.0
59593,8,42.0,0.0
59595,24,143.35,0.0
5960,26,178.59,0.0
59605,13,70.5,4.0
59606,22,115.95,0.0
59609,20,708.4599999999999,6.0
59631,33,251.11,0.0
59639,21,137.88,0.0
59640,8,47.5,2.0
59641,10,52.5,0.0
59649,15,84.0,5.0
59654,16,98.9,5.0
59664,4,21.0,0.0
5967,18,143.31,6.0
59678,5,38.0,0.0
59680,26,1732.94,0.0
59697,32,1349.1,0.0
59704,16,102.0,0.0
59708,32,175.5,0.0
59712,14,81.4,5.0
59733,32,193.45,0.0
5976,16,111.5,0.0
59765,20,120.25,5.0
59771,8,46.0,1.0
59775,26,161.0,5.0
59776,1,4.5,
59777,10,55.0,7.0
59778,22,143.94,1.0
5979,21,129.0,0.0
59791,16,85.2,1.0
59803,9,49.5,0.0
59810,14,79.45,3.0
59816,15,99.09,7.0
59817,24,152.0,5.0
59828,23,139.95,4.0
59834,21,124.5,6.0
59835,21,126.0,0.0
5984,20,119.0,0.0
59846,24,180.11,0.0
59847,17,95.0,0.0
59853,12,66.5,1.0
59864,11,60.45,0.0
59872,16,115.0,5.0
59873,11,651.5,3.0
59874,14,90.5,7.0
59886,13,513.0,6.0
59887,11,69.5,0.0
59889,19,176.95,9.0
59899,21,144.89,2.0
59900,23,123.55,0.0
59905,5,28.5,0.0
59914,11,73.5,5.0
59923,30,233.91,0.0
59925,29,176.5,0.0
59926,23,1809.45,1.0
59943,22,186.35,0.0
59950,17,133.92,2.0
59959,14,537.45,0.0
59969,18,752.5699999999999,0.0
59973,12,589.8199999999999,5.0
59992,16,171.45,0.0
59998,31,180.5,0.0
60008,22,129.5,0.0
60023,13,76.0,5.0
60041,11,1305.16,2.0
60048,25,155.95,0.0
60050,31,164.3,1.0
60056,38,300.37,2.0
60061,19,126.0,0.0
60075,21,117.5,3.0
60077,18,1656.5,1.0
60079,28,149.0,0.0
60086,17,83.55,0.0
60089,13,751.0,7.0
60091,29,160.45,3.0
60097,14,95.5,0.0
6010,15,90.0,1.0
60126,13,67.7,0.0
60137,34,1305.8899999999999,0.0
60145,18,98.5,3.0
60158,27,144.8,0.0
6016,17,91.5,7.0
60160,17,154.18,3.0
60164,8,51.5,2.0
60186,20,125.18,0.0
60187,20,116.95,0.0
60188,38,211.45,0.0
60197,27,198.66,6.0
60203,16,91.5,0.0
60222,7,41.0,5.0
60223,14,90.5,5.0
60229,31,607.6800000000001,0.0
60237,9,67.92,4.0
60242,7,33.5,0.0
60258,16,105.5,0.0
60260,32,1629.4,2.0
60261,21,109.2,1.0
60262,7,66.56,7.0
60263,15,73.85,0.0
60269,24,137.65,0.0
60284,35,225.72,1.0
60293,7,650.67,17.0
60295,29,1156.25,0.0
6030,11,916.25,2.0
60300,25,141.55,5.0
60303,16,87.3,0.0
60308,16,96.5,4.0
6031,21,124.0,6.0
60313,14,86.0,0.0
60315,15,80.95,6.0
60323,20,136.5,5.0
60326,6,31.5,0.0
60330,22,927.72,1.0
60339,15,85.5,4.0
60341,30,784.1,5.0
60345,20,139.16,0.0
60359,10,477.5,2.0
60365,26,1493.4099999999999,0.0
60371,13,73.0,6.0
60373,4,25.5,0.0
60375,21,123.3,0.0
60376,13,73.65,0.0
60390,11,74.0,0.0
60395,23,2209.75,1.0
60402,28,848.49,0.0
60416,14,69.35,5.0
60419,31,1207.68,0.0
60422,14,91.4,6.0
60423,30,177.0,0.0
60424,28,935.6,0.0
60443,15,111.5,6.0
60445,14,88.5,0.0
60452,12,67.5,0.0
6046,8,42.5,0.0
60465,18,165.15,0.0
60475,23,119.2,5.0
60476,11,69.0,0.0
6048,19,767.0,0.0
60480,21,125.5,0.0
60485,14,70.75,0.0
60489,40,212.25,5.0
60504,16,83.8,2.0
6051,15,637.0,1.0
60511,21,141.5,0.0
60525,33,2044.95,0.0
6053,4,36.0,0.0
60530,7,73.84,1.0
60534,13,83.4,3.0
60535,18,930.89,6.0
60549,26,160.0,0.0
60554,21,143.0,0.0
60555,30,229.46,1.0
60558,15,94.5,0.0
60561,34,294.17,1.0
60562,3,16.5,27.0
60565,20,124.45,0.0
60576,14,85.5,1.0
6058,13,80.95,6.0
6059,8,51.5,3.0
60590,27,160.8,0.0
60597,12,64.5,7.0
6060,20,977.5,0.0
60631,12,74.15,14.0
60657,25,153.65,0.0
60666,12,61.65,3.0
60668,14,87.65,2.0
60672,16,94.5,0.0
60673,29,198.89,0.0
60674,22,127.7,0.0
60678,24,834.5,6.0
6069,13,59.15,5.0
60695,27,2374.04,0.0
60703,23,129.5,0.0
60709,18,117.0,0.0
60712,9,49.5,2.0
60749,10,45.45,8.0
60765,18,120.23,0.0
60779,9,73.5,0.0
60780,25,153.0,5.0
60785,8,49.5,1.0
60793,28,151.0,2.0
60797,27,201.24,2.0
60816,11,51.0,6.0
6082,21,119.95,0.0
60820,12,66.3,5.0
60826,25,168.73,7.0
60830,13,155.97,10.0
60841,37,1653.0,0.0
60846,26,747.72,0.0
6085,5,26.95,6.0
60852,24,118.95,5.0
60859,24,1023.9000000000001,0.0
60869,53,30009.9,0.0
60871,29,180.79,0.0
60878,21,124.5,6.0
60882,19,149.84,5.0
60888,7,43.05,4.0
60891,19,98.65,2.0
60910,13,734.3,0.0
60912,24,3985.5,0.0
60919,9,60.0,11.0
60925,19,119.45,1.0
60930,21,159.5,0.0
6094,27,163.45,0.0
60940,45,287.21,0.0
60957,15,100.0,0.0
60959,16,97.5,0.0
60960,16,86.15,5.0
60964,20,867.25,3.0
60968,28,2437.74,4.0
6097,12,69.15,0.0
60971,22,155.31,0.0
60982,13,1223.05,0.0
6100,12,68.0,1.0
61001,11,65.5,3.0
61005,26,678.82,0.0
61016,11,1029.1599999999999,5.0
61022,12,65.85,7.0
61024,17,96.5,1.0
61026,14,130.97,1.0
61030,32,900.83,2.0
61037,12,58.5,3.0
6104,15,75.0,0.0
61041,37,28676.65,0.0
61061,19,98.9,0.0
6107,14,717.5,1.0
61078,17,122.5,2.0
61083,24,145.5,5.0
61086,20,107.5,2.0
61098,14,82.15,0.0
61104,19,115.0,5.0
61106,15,1040.06,3.0
61108,32,175.75,0.0
61113,10,54.5,0.0
61116,20,110.9,1.0
61118,20,111.0,6.0
61127,14,1057.3,2.0
61128,5,30.0,9.0
61144,18,945.99,4.0
61150,15,85.0,0.0
61152,12,61.5,0.0
61158,12,60.0,6.0
61165,1,6.0,
61166,19,1788.0,0.0
61174,22,150.18,4.0
61184,9,47.5,1.0
61195,10,63.0,5.0
61196,17,120.0,3.0
61215,21,99.65,0.0
61217,18,109.5,3.0
61219,8,38.8,19.0
61220,16,104.0,0.0
61222,16,581.5,5.0
61225,24,135.0,5.0
61244,23,136.0,1.0
61250,18,1688.3999999999999,1.0
61275,16,995.5,4.0
61276,28,212.33,0.0
61277,8,342.0,9.0
61284,26,166.0,3.0
6130,13,70.9,1.0
61307,11,1736.4,0.0
61320,17,97.35,0.0
61321,20,130.71,0.0
61338,22,123.5,2.0
61341,26,1225.1,0.0
61344,15,85.5,1.0
61350,18,1001.5,6.0
61365,26,1128.0,0.0
61382,9,54.0,0.0
61383,33,200.26,0.0
61389,23,698.5,4.0
61409,14,92.0,0.0
61411,28,154.8,0.0
61421,23,149.75,0.0
61422,17,728.8,0.0
61447,14,1102.0,4.0
61457,22,173.6,5.0
61459,15,1590.3,0.0
61463,9,50.0,5.0
61464,18,94.05,6.0
61467,20,110.5,1.0
61472,17,127.31,0.0
61475,20,1913.65,0.0
61484,23,127.65,0.0
61486,27,709.5,0.0
61487,15,87.5,2.0
61497,26,163.5,0.0
61504,12,67.5,0.0
61506,4,24.0,0.0
61507,5,24.5,19.0
6151,20,136.3,5.0
61512,18,89.5,2.0
61515,27,277.66,8.0
61519,22,127.47,6.0
61532,20,113.0,0.0
61535,4,29.0,7.0
61537,18,94.3,1.0
6154,25,121.45,0.0
61544,14,77.4,1.0
61549,15,1435.0,0.0
61551,13,1586.05,0.0
61552,21,818.9,1.0
61554,12,70.5,2.0
61558,27,174.0,5.0
61559,12,1001.0,1.0
61560,10,59.0,4.0
61572,23,1279.1,6.0
61579,25,841.0,1.0
61580,47,353.81,0.0
61584,14,1428.65,0.0
61601,13,83.5,1.0
61604,9,55.5,7.0
61611,19,109.5,0.0
61621,10,43.15,2.0
61630,26,141.0,0.0
61643,16,1165.0,5.0
61656,27,1703.5,0.0
61665,22,136.0,2.0
61666,10,460.8,0.0
61680,28,158.55,5.0
61687,9,47.0,0.0
61713,15,1060.5,5.0
61720,23,137.71,0.0
61727,27,154.6,3.0
61744,24,1729.5,0.0
61751,62,35450.7,0.0
61752,24,2156.49,4.0
61755,18,138.05,4.0
61756,23,1253.45,0.0
61764,14,85.0,0.0
61767,40,2472.38,0.0
61772,23,139.95,0.0
61802,6,33.0,10.0
61805,19,103.65,0.0
61806,8,49.0,2.0
61816,8,44.65,1.0
61819,16,80.4,1.0
61832,20,1476.6,1.0
6186,30,181.5,3.0
61869,9,54.9,1.0
61871,18,732.67,0.0
61872,18,104.4,6.0
61889,12,76.5,0.0
61897,13,66.0,1.0
61916,20,113.0,4.0
61922,19,154.66,3.0
61923,25,153.5,1.0
61935,34,200.5,0.0
6194,22,122.0,6.0
61950,33,269.98,0.0
61957,21,123.0,6.0
61958,25,1492.67,0.0
61975,17,101.0,0.0
61981,18,396.33,0.0
61983,26,260.65,6.0
61985,28,162.95,0.0
61987,18,431.83,3.0
61997,14,72.0,5.0
61998,28,168.5,0.0
62005,4,26.5,6.0
62013,39,252.0,5.0
62014,6,39.9,2.0
62021,3,855.5,6.0
62031,24,163.41,4.0
62036,15,95.0,1.0
62041,26,156.0,0.0
62043,27,811.7199999999999,0.0
62047,23,179.4,1.0
62049,6,34.0,0.0
62053,17,103.95,0.0
62054,22,1239.84,0.0
62056,9,46.35,4.0
62059,12,63.5,0.0
62065,13,76.0,6.0
62069,16,106.0,0.0
62070,31,241.44,0.0
62073,25,1217.78,2.0
62077,8,53.5,3.0
62078,3,15.0,34.0
6208,20,115.05,3.0
62083,25,172.57999999999998,0.0
62085,31,195.0,0.0
62086,25,752.6,0.0
62093,27,160.9,1.0
62099,25,140.6,5.0
62105,16,105.0,4.0
62106,23,176.28,1.0
6211,24,268.15,5.0
62116,14,73.0,1.0
62122,18,868.15,0.0
62124,17,110.5,5.0
62126,17,196.12,3.0
62129,9,57.0,19.0
62131,13,76.0,0.0
62139,12,97.25999999999999,0.0
62161,13,70.4,3.0
62164,4,21.5,0.0
62166,42,1794.63,1.0
62179,13,75.0,1.0
62183,20,1163.7,2.0
62188,20,113.2,3.0
62190,25,143.4,0.0
62195,22,1063.9,0.0
62207,19,115.65,5.0
62213,3,16.5,5.0
62214,17,1380.2,5.0
62217,15,89.5,6.0
62225,23,188.07999999999998,2.0
62232,14,115.42,5.0
62234,11,486.1,2.0
62242,15,94.0,7.0
62243,13,72.25,5.0
6226,19,95.55,4.0
62262,20,115.55,4.0
62274,17,126.46000000000001,1.0
62286,11,71.0,6.0
62287,22,157.0,0.0
62292,8,48.5,0.0
62295,22,134.5,0.0
62299,5,1102.0,0.0
62315,8,47.5,1.0
62322,23,122.6,2.0
62328,17,142.93,2.0
6233,29,151.05,3.0
62338,16,145.43,0.0
6234,7,1811.5,0.0
62352,18,107.5,0.0
62353,23,129.7,0.0
62371,13,84.5,3.0
62377,27,160.0,0.0
62378,24,1419.62,0.0
62384,23,147.0,0.0
62387,19,105.15,0.0
62392,20,595.5,3.0
62396,47,54293.75,0.0
62401,24,150.5,0.0
62406,15,78.5,1.0
62407,18,1232.4,0.0
62409,2,10.0,0.0
62412,40,3665.0,0.0
62413,21,218.9,0.0
62416,17,107.16,1.0
62417,18,113.5,1.0
62420,21,131.5,7.0
62423,8,49.0,7.0
62428,13,78.0,0.0
62429,31,1912.45,3.0
62440,30,191.03,0.0
62452,18,114.65,5.0
62456,21,1063.82,0.0
62457,22,117.4,0.0
62458,24,1165.45,0.0
6246,22,2870.65,0.0
62474,11,63.5,0.0
62482,25,219.67,2.0
62485,17,1128.66,1.0
62497,13,74.65,12.0
62501,15,90.15,5.0
62524,17,106.5,0.0
62533,23,138.5,0.0
62541,17,411.75,9.0
62547,28,175.15,0.0
62562,41,224.9,0.0
62567,16,147.42000000000002,0.0
62574,27,143.4,5.0
62575,6,32.5,2.0
62580,14,72.5,6.0
62598,20,100.05,0.0
62601,15,104.5,0.0
62608,20,133.0,4.0
6261,15,92.0,0.0
62613,23,176.82999999999998,0.0
62615,29,1271.85,7.0
62617,17,106.0,2.0
62619,33,195.0,7.0
62623,18,106.05,2.0
62626,6,4970.15,5.0
62631,17,109.0,0.0
62635,15,85.4,0.0
62639,9,1823.0,2.0
62659,19,124.03999999999999,0.0
62701,14,73.6,3.0
62702,12,72.5,1.0
62703,18,104.0,1.0
62707,13,87.5,2.0
62716,9,56.56,1.0
62727,27,151.9,1.0
62746,18,107.45,10.0
62755,18,107.5,1.0
62758,15,81.45,0.0
62765,18,98.0,0.0
62768,32,189.5,0.0
62771,10,60.5,5.0
62777,36,197.15,0.0
62782,22,153.94,1.0
62785,20,111.8,0.0
62786,24,1475.12,0.0
62792,20,126.5,3.0
62794,7,39.5,1.0
62797,19,145.81,1.0
6281,9,50.5,4.0
62810,27,176.5,0.0
6282,22,143.5,0.0
62841,26,833.75,3.0
62842,2,11.4,27.0
62843,26,269.14,0.0
62856,9,66.5,7.0
6286,14,79.0,0.0
62863,30,175.0,2.0
62870,29,175.5,0.0
62873,18,122.58,0.0
62876,9,49.95,7.0
62884,2,12.0,0.0
62885,12,60.95,7.0
62888,22,2109.5,13.0
6289,20,1203.0,5.0
62900,21,142.0,5.0
62907,28,169.0,5.0
62909,17,1403.5,1.0
62913,25,152.5,0.0
62916,7,38.2,0.0
62917,32,254.34,0.0
62923,19,225.54,0.0
6293,9,69.0,11.0
62931,12,74.0,15.0
62936,22,133.5,5.0
6295,26,165.5,0.0
6296,7,36.5,0.0
62961,7,59.54,7.0
62964,28,187.21,0.0
62966,6,31.0,8.0
62970,5,42.6,2.0
62972,20,113.05,0.0
62981,24,161.71,4.0
62987,9,59.0,5.0
62989,9,65.5,0.0
62995,18,110.15,8.0
62998,28,496.5,5.0
6302,14,86.75,0.0
63025,22,692.75,0.0
63039,14,88.5,6.0
63041,27,138.8,3.0
63045,18,95.75,6.0
63048,26,142.5,1.0
63059,12,67.8,0.0
63060,19,3360.5,3.0
63070,10,70.0,13.0
63083,12,62.0,5.0
63087,14,133.47,0.0
63110,23,149.08,5.0
63111,11,68.5,3.0
63143,23,168.21,3.0
6315,25,149.0,0.0
63150,16,97.0,3.0
63157,19,111.65,4.0
63160,11,85.11,0.0
63165,6,38.0,0.0
63167,29,227.68,5.0
63170,32,219.25,5.0
63172,15,69.1,1.0
63175,32,185.5,3.0
63177,21,129.0,3.0
63180,17,89.35,7.0
63197,24,147.5,4.0
63200,17,100.0,0.0
63209,6,275.75,5.0
6321,21,123.5,12.0
63224,18,114.56,5.0
63232,15,86.0,0.0
6324,13,789.01,0.0
63250,17,101.5,0.0
63253,28,1092.0,5.0
63256,6,31.4,3.0
63258,23,1531.74,0.0
6327,23,152.0,5.0
63273,7,38.6,3.0
63279,10,56.5,3.0
63284,11,394.3,0.0
63290,24,120.35,0.0
63292,23,1569.0,2.0
63300,20,160.17,0.0
63329,14,82.5,2.0
63335,24,142.05,0.0
63351,16,103.5,0.0
63357,18,104.5,1.0
63370,13,138.02,2.0
63374,31,183.8,0.0
63377,20,117.03,3.0
63379,27,1472.5,0.0
63380,16,113.22,5.0
63382,5,27.5,6.0
6339,29,172.9,0.0
63390,11,68.0,5.0
63391,31,1699.0,0.0
63392,20,107.5,5.0
63394,12,73.5,2.0
63399,19,161.6,1.0
63401,20,110.05,4.0
63404,29,259.58,3.0
63408,25,140.5,0.0
63410,10,100.53,10.0
63422,17,96.5,0.0
63430,28,177.5,0.0
63443,8,56.0,6.0
63446,34,1600.5,0.0
63452,20,130.19,0.0
63463,1,5.5,
6347,13,70.0,2.0
63471,10,53.0,5.0
63478,9,54.5,5.0
63490,8,44.45,10.0
63497,14,662.62,9.0
63501,9,53.0,0.0
63503,9,57.3,7.0
63507,17,108.56,13.0
63515,8,3563.5,5.0
63527,16,93.9,0.0
63529,13,959.0,0.0
63530,25,174.0,0.0
63548,16,108.41,6.0
6355,24,132.7,3.0
63557,31,202.25,2.0
63561,15,91.0,0.0
63564,27,153.02,5.0
63569,10,54.0,0.0
63574,10,55.6,2.0
63581,3,19.5,6.0
63586,44,37107.0,1.0
63594,19,100.8,0.0
6360,1,6.0,
63601,24,144.0,0.0
63605,25,144.6,0.0
6361,15,102.02,1.0
63610,11,67.0,0.0
63614,6,28.0,0.0
63615,3,15.5,19.0
6362,22,143.0,1.0
63621,12,74.0,7.0
63625,5,29.0,1.0
63629,16,97.55,6.0
63653,21,120.65,5.0
63654,17,95.15,5.0
63664,10,63.0,0.0
63665,10,58.0,13.0
63669,34,183.9,3.0
63673,19,109.0,1.0
63676,20,119.0,5.0
63681,9,59.0,0.0
63705,34,217.5,0.0
63709,26,129.45,0.0
63715,19,114.95,5.0
63721,10,55.8,3.0
63734,19,2658.15,2.0
63738,23,130.45,0.0
63764,21,146.69,0.0
63767,20,928.75,1.0
63779,15,103.06,0.0
63790,8,50.48,20.0
63798,30,1035.0,4.0
63803,18,201.12,0.0
63812,21,114.5,0.0
6382,7,71.31,2.0
63821,29,1222.0,1.0
63838,11,56.0,2.0
63844,19,112.0,3.0
63848,13,78.0,5.0
63849,15,95.99,0.0
63851,23,588.85,6.0
63852,25,211.72,7.0
63860,28,182.5,0.0
63862,14,72.0,2.0
63865,3,23.0,15.0
63867,18,111.95,2.0
63890,1,5.5,
63892,12,74.0,0.0
63895,24,130.4,1.0
63898,28,252.28,0.0
63909,25,137.9,1.0
63918,11,65.0,1.0
63923,16,115.93,5.0
63924,20,111.5,0.0
63927,11,88.0,0.0
63945,18,200.58,0.0
63960,25,167.87,0.0
63967,26,1316.52,0.0
6400,16,99.5,0.0
64000,13,1705.0,0.0
64008,22,122.5,0.0
64011,11,68.75,12.0
64016,49,293.08,0.0
64037,19,113.35,0.0
64056,18,227.22,0.0
6406,23,128.75,0.0
64062,3,17.5,2.0
64064,18,99.35,0.0
64076,20,108.0,0.0
64091,10,47.25,6.0
64092,22,134.5,0.0
64093,20,1430.0,0.0
64096,12,65.75,8.0
64099,25,155.5,2.0
64100,37,211.45,0.0
64101,13,85.0,0.0
64111,8,57.160000000000004,1.0
64123,13,80.9,1.0
64130,17,989.86,5.0
64147,27,168.8,0.0
6415,21,120.0,5.0
64159,18,106.22,0.0
64176,14,74.65,1.0
6418,30,1582.0,0.0
64181,24,162.4,0.0
64184,10,65.0,0.0
64185,11,75.0,7.0
64188,26,196.19,0.0
64191,19,99.65,4.0
64192,34,1337.88,1.0
64196,13,72.5,0.0
64198,14,1156.5,0.0
64200,20,788.6500000000001,7.0
64207,35,213.5,2.0
64208,29,1056.0,0.0
64210,26,149.72,0.0
64214,18,1322.5,1.0
64218,32,1073.5,0.0
64225,29,178.65,5.0
64241,20,124.6,2.0
64251,21,150.24,3.0
64253,24,159.64,3.0
64264,23,136.5,0.0
64268,31,185.95,6.0
64272,28,2105.04,0.0
64288,9,52.5,1.0
64291,11,61.5,6.0
64292,11,74.46000000000001,2.0
64303,23,143.5,0.0
64304,14,110.68,6.0
6431,15,86.0,0.0
64314,15,70.7,7.0
64327,14,70.6,3.0
64333,27,176.0,1.0
6434,3,15.0,6.0
64354,8,41.5,2.0
64357,20,127.5,0.0
64370,26,156.65,6.0
64384,21,119.0,0.0
64397,17,108.5,6.0
64406,18,895.3,5.0
64411,20,122.5,0.0
64421,33,223.1,2.0
64445,10,666.32,0.0
6445,29,201.16,0.0
64455,11,73.11,5.0
64466,13,72.5,6.0
64472,10,57.0,9.0
64476,32,203.0,0.0
64487,18,113.0,1.0
64501,15,87.5,1.0
64503,8,45.0,0.0
64509,31,183.5,5.0
64528,11,67.5,0.0
64531,8,60.5,12.0
64540,24,160.5,6.0
64543,17,93.0,0.0
64555,19,119.5,0.0
64559,8,50.5,5.0
64573,1,9.0,
64581,15,80.15,5.0
64582,37,1894.15,0.0
64583,13,72.7,3.0
6459,27,159.65,0.0
64594,25,171.5,0.0
64605,10,56.9,1.0
64608,21,189.9,9.0
64612,20,1913.18,5.0
64619,22,156.96,0.0
64627,9,52.5,4.0
64639,26,151.5,0.0
64640,7,41.95,0.0
64653,20,115.35,2.0
64658,25,150.5,0.0
64660,23,613.45,5.0
64671,26,157.0,2.0
64679,13,79.0,2.0
6468,30,185.0,0.0
64691,26,595.15,0.0
64696,23,130.9,3.0
64700,21,116.15,5.0
64713,11,65.0,1.0
64715,28,1059.94,0.0
64720,9,55.4,2.0
64722,19,109.95,7.0
64731,19,114.95,0.0
64738,25,1228.6399999999999,5.0
64760,13,82.45,1.0
64761,22,144.2,3.0
64762,15,78.4,3.0
64767,10,62.0,2.0
64772,24,143.95,5.0
64774,31,173.65,5.0
64781,24,151.0,0.0
64785,14,76.6,0.0
64792,9,54.5,1.0
64796,1,5.5,
64800,44,1941.96,0.0
64806,31,168.2,5.0
64824,9,53.5,7.0
64827,28,157.0,0.0
64831,17,100.65,1.0
64833,23,170.54,0.0
64835,14,75.15,3.0
64850,13,76.5,3.0
64884,19,103.5,0.0
64890,13,73.0,1.0
64904,23,184.51999999999998,2.0
64923,13,75.65,0.0
64928,27,272.2,0.0
64930,22,146.3,2.0
64939,24,126.95,5.0
64943,16,119.9,4.0
64949,14,80.0,0.0
64959,23,140.27,5.0
64960,13,75.4,1.0
64961,7,47.5,8.0
64963,14,80.5,0.0
64966,14,94.0,5.0
64972,26,161.0,3.0
64973,9,408.22999999999996,8.0
64983,19,756.1,5.0
64993,47,2870.2,0.0
64994,8,46.5,14.0
65002,12,82.15,1.0
65010,26,3129.9,0.0
65012,11,61.5,0.0
65023,14,107.14,3.0
65034,27,209.56,0.0
65036,11,60.0,0.0
65044,19,859.5,2.0
65047,24,137.5,0.0
65056,20,109.2,3.0
65063,25,1184.6399999999999,0.0
65064,15,103.5,0.0
65065,18,96.15,0.0
65079,9,48.15,4.0
6508,20,1352.0,0.0
65080,13,69.95,3.0
65081,27,3948.65,2.0
65086,22,137.85,5.0
65094,26,157.0,7.0
65103,27,212.67000000000002,0.0
65106,33,1473.5,5.0
65108,28,911.25,0.0
65112,22,1877.5,0.0
65119,14,90.0,0.0
65128,15,97.5,2.0
65133,2,10.0,36.0
65140,38,1200.5,0.0
65143,17,103.2,0.0
65151,17,114.0,0.0
65168,9,95.66,10.0
6517,9,50.85,2.0
65171,9,81.38,12.0
65174,39,207.9,0.0
65178,14,75.0,6.0
6518,19,419.45,0.0
6519,14,728.5,6.0
65194,21,1236.18,0.0
