from_totally_fake_account,monetary,frequency,recency,R_score,F_score,M_score,R Compare,F Compare,M Compare,Category
55634.0,19775.68,1142,0,5,3,3,high,low,low,General development users
55646.0,21883.25,1071,0,5,2,3,high,low,low,General development users
55655.0,17046.75,888,0,5,1,2,high,low,low,General development users
55657.0,20399.74,987,0,5,2,3,high,low,low,General development users
55658.0,36106.5,817,0,5,1,5,high,low,high,Important development customers
55681.0,27661.74,1166,0,5,3,4,high,low,high,Important development customers
55684.0,21078.95,1696,0,5,5,3,high,high,low,General value customers
55685.0,36935.14,768,2,3,1,5,low,low,high,Important customer recall
55699.0,24054.62,1744,0,5,5,4,high,high,high,important value customers
55705.0,16649.87,1220,0,5,3,1,high,low,low,General development users
55706.0,14687.34,850,0,5,1,1,high,low,low,General development users
55709.0,30560.74,1104,0,5,3,5,high,low,high,Important development customers
55728.0,18023.64,1609,0,5,5,2,high,high,low,General value customers
55733.0,16223.22,901,0,5,1,1,high,low,low,General development users
55739.0,31336.13,923,0,5,1,5,high,low,high,Important development customers
55744.0,18436.93,1269,0,5,4,2,high,high,low,General value customers
55760.0,29219.14,842,1,4,1,4,low,low,high,Important customer recall
55772.0,16942.65,1579,0,5,4,1,high,high,low,General value customers
55787.0,20347.28,2192,0,5,5,3,high,high,low,General value customers
55810.0,15799.09,651,0,5,1,1,high,low,low,General development users
55812.0,15204.11,741,1,4,1,1,low,low,low,General recall of customers
55817.0,20276.26,1571,0,5,4,3,high,high,low,General value customers
55827.0,18230.84,1004,0,5,2,2,high,low,low,General development users
55850.0,15589.68,941,1,4,1,1,low,low,low,General recall of customers
55856.0,16372.849999999999,952,0,5,1,1,high,low,low,General development users
55862.0,25702.32,1124,0,5,3,4,high,low,high,Important development customers
55868.0,14188.95,1967,0,5,5,1,high,high,low,General value customers
55873.0,23198.82,1138,0,5,3,4,high,low,high,Important development customers
55890.0,17087.6,1179,1,4,3,2,low,low,low,General recall of customers
55904.0,16458.920000000002,848,1,4,1,1,low,low,low,General recall of customers
55931.0,25689.57,1165,1,4,3,4,low,low,high,Important customer recall
55936.0,23339.04,1311,0,5,4,4,high,high,high,important value customers
55937.0,21641.13,943,0,5,1,3,high,low,low,General development users
55938.0,31507.7,436,1,4,1,5,low,low,high,Important customer recall
55944.0,35966.42,1158,0,5,3,5,high,low,high,Important development customers
55952.0,9833.42,691,0,5,1,1,high,low,low,General development users
55964.0,33004.39,1291,1,4,4,5,low,high,high,Important to keep customers
55976.0,18678.8,1716,0,5,5,2,high,high,low,General value customers
55986.0,24230.21,1393,0,5,4,4,high,high,high,important value customers
55991.0,10598.53,1039,0,5,2,1,high,low,low,General development users
56002.0,17895.34,873,0,5,1,2,high,low,low,General development users
56012.0,21336.44,1279,0,5,4,3,high,high,low,General value customers
56045.0,19695.93,1038,0,5,2,3,high,low,low,General development users
56065.0,17343.19,1130,0,5,3,2,high,low,low,General development users
56067.0,13334.08,740,0,5,1,1,high,low,low,General development users
56069.0,22084.25,1760,0,5,5,3,high,high,low,General value customers
56071.0,32734.48,1764,0,5,5,5,high,high,high,important value customers
56074.0,29541.59,1660,0,5,5,4,high,high,high,important value customers
56077.0,16382.69,1077,0,5,2,1,high,low,low,General development users
56083.0,22760.34,1356,0,5,4,3,high,high,low,General value customers
56087.0,32611.14,1424,0,5,4,5,high,high,high,important value customers
56099.0,29963.4,789,1,4,1,4,low,low,high,Important customer recall
56105.0,22295.77,1788,0,5,5,3,high,high,low,General value customers
56132.0,23253.38,1324,0,5,4,4,high,high,high,important value customers
56140.0,15248.45,1355,0,5,4,1,high,high,low,General value customers
56158.0,18700.84,1625,0,5,5,2,high,high,low,General value customers
56174.0,19196.3,1733,0,5,5,2,high,high,low,General value customers
56218.0,32737.93,816,0,5,1,5,high,low,high,Important development customers
56233.0,28511.93,1580,0,5,4,4,high,high,high,important value customers
56235.0,27096.56,1522,0,5,4,4,high,high,high,important value customers
56239.0,31233.43,1405,0,5,4,5,high,high,high,important value customers
56254.0,29954.78,1073,0,5,2,4,high,low,high,Important development customers
56260.0,16806.01,1152,0,5,3,1,high,low,low,General development users
56313.0,38480.98,1477,0,5,4,5,high,high,high,important value customers
56325.0,18606.19,1594,0,5,4,2,high,high,low,General value customers
56327.0,12774.23,984,0,5,2,1,high,low,low,General development users
56337.0,36319.79,2198,0,5,5,5,high,high,high,important value customers
56352.0,29591.52,1192,0,5,3,4,high,low,high,Important development customers
56377.0,22725.0,1797,0,5,5,3,high,high,low,General value customers
56384.0,20504.53,928,0,5,1,3,high,low,low,General development users
56402.0,9143.51,630,2,3,1,1,low,low,low,General recall of customers
56404.0,21899.98,1126,0,5,3,3,high,low,low,General development users
56405.0,30106.47,1552,0,5,4,4,high,high,high,important value customers
56412.0,21887.34,999,2,3,2,3,low,low,low,General recall of customers
56434.0,18388.66,1175,0,5,3,2,high,low,low,General development users
56444.0,31667.27,893,0,5,1,5,high,low,high,Important development customers
56458.0,16738.13,774,0,5,1,1,high,low,low,General development users
56482.0,26666.16,1016,0,5,2,4,high,low,high,Important development customers
56527.0,29484.739999999998,1481,0,5,4,4,high,high,high,important value customers
56533.0,20643.46,1306,0,5,4,3,high,high,low,General value customers
56542.0,19658.84,1697,0,5,5,3,high,high,low,General value customers
56543.0,38326.24,1951,0,5,5,5,high,high,high,important value customers
56551.0,13722.16,619,3,2,1,1,low,low,low,General recall of customers
56592.0,15951.58,1547,0,5,4,1,high,high,low,General value customers
56596.0,26325.32,1007,0,5,2,4,high,low,high,Important development customers
56597.0,17515.38,1327,0,5,4,2,high,high,low,General value customers
56599.0,13411.12,1136,0,5,3,1,high,low,low,General development users
56636.0,16448.92,925,0,5,1,1,high,low,low,General development users
56646.0,13640.36,854,0,5,1,1,high,low,low,General development users
56688.0,18991.2,1684,0,5,5,2,high,high,low,General value customers
56704.0,21838.02,1263,0,5,4,3,high,high,low,General value customers
56707.0,20178.67,1548,0,5,4,3,high,high,low,General value customers
56726.0,25743.64,1345,0,5,4,4,high,high,high,important value customers
56748.0,23149.78,1498,0,5,4,4,high,high,high,important value customers
56814.0,14944.39,1294,0,5,4,1,high,high,low,General value customers
56819.0,18426.16,1503,0,5,4,2,high,high,low,General value customers
56826.0,16168.93,1109,0,5,3,1,high,low,low,General development users
56828.0,16065.54,1089,1,4,3,1,low,low,low,General recall of customers
56849.0,28233.82,1082,0,5,2,4,high,low,high,Important development customers
56851.0,18643.15,1714,0,5,5,2,high,high,low,General value customers
56882.0,32910.15,1245,0,5,3,5,high,low,high,Important development customers
56896.0,15520.03,1030,1,4,2,1,low,low,low,General recall of customers
56907.0,31097.07,936,0,5,1,5,high,low,high,Important development customers
56920.0,17963.42,1447,0,5,4,2,high,high,low,General value customers
56932.0,17217.43,1604,0,5,5,2,high,high,low,General value customers
56961.0,25468.06,1279,0,5,4,4,high,high,high,important value customers
56976.0,12713.68,936,1,4,1,1,low,low,low,General recall of customers
56979.0,18523.77,1227,0,5,3,2,high,low,low,General development users
56983.0,30091.97,1492,0,5,4,4,high,high,high,important value customers
56990.0,17198.22,926,0,5,1,2,high,low,low,General development users
57015.0,21767.22,1589,0,5,4,3,high,high,low,General value customers
57045.0,16487.87,1102,2,3,3,1,low,low,low,General recall of customers
57047.0,15032.47,847,0,5,1,1,high,low,low,General development users
57059.0,20410.03,1537,0,5,4,3,high,high,low,General value customers
57064.0,16408.01,1619,0,5,5,1,high,high,low,General value customers
57069.0,31471.7,1078,1,4,2,5,low,low,high,Important customer recall
57070.0,27331.64,1033,1,4,2,4,low,low,high,Important customer recall
57078.0,18447.11,1294,0,5,4,2,high,high,low,General value customers
57079.0,26633.94,1266,0,5,4,4,high,high,high,important value customers
57080.0,21684.28,1466,0,5,4,3,high,high,low,General value customers
57098.0,32916.56,1404,0,5,4,5,high,high,high,important value customers
57103.0,16476.84,956,0,5,1,1,high,low,low,General development users
57137.0,19216.16,1684,0,5,5,2,high,high,low,General value customers
57161.0,15477.43,1248,0,5,4,1,high,high,low,General value customers
57171.0,36419.69,1805,0,5,5,5,high,high,high,important value customers
57204.0,16803.83,1142,0,5,3,1,high,low,low,General development users
57213.0,28356.85,1592,0,5,4,4,high,high,high,important value customers
57219.0,14489.18,979,1,4,2,1,low,low,low,General recall of customers
57225.0,12687.89,1115,0,5,3,1,high,low,low,General development users
57235.0,8637.63,737,0,5,1,1,high,low,low,General development users
57237.0,21433.79,1035,0,5,2,3,high,low,low,General development users
57276.0,13933.83,803,4,1,1,1,low,low,low,General recall of customers
57313.0,36553.8,1281,0,5,4,5,high,high,high,important value customers
57317.0,15352.960000000001,1358,0,5,4,1,high,high,low,General value customers
57365.0,31173.43,1140,0,5,3,5,high,low,high,Important development customers
57372.0,24240.18,1885,0,5,5,4,high,high,high,important value customers
57379.0,33812.73,1513,0,5,4,5,high,high,high,important value customers
57389.0,19586.35,951,0,5,1,3,high,low,low,General development users
57400.0,33629.57,1441,0,5,4,5,high,high,high,important value customers
57404.0,35504.71,913,0,5,1,5,high,low,high,Important development customers
57414.0,31166.62,961,0,5,2,5,high,low,high,Important development customers
57425.0,34296.83,1848,0,5,5,5,high,high,high,important value customers
57429.0,28896.03,776,0,5,1,4,high,low,high,Important development customers
57433.0,21576.94,1702,0,5,5,3,high,high,low,General value customers
57436.0,31439.41,935,0,5,1,5,high,low,high,Important development customers
57450.0,19006.23,1789,0,5,5,2,high,high,low,General value customers
57468.0,22656.8,1100,1,4,3,3,low,low,low,General recall of customers
57473.0,33875.58,1199,0,5,3,5,high,low,high,Important development customers
57549.0,23573.92,1199,0,5,3,4,high,low,high,Important development customers
57564.0,14534.04,1142,0,5,3,1,high,low,low,General development users
57569.0,39808.38,1487,0,5,4,5,high,high,high,important value customers
57609.0,21557.96,1319,0,5,4,3,high,high,low,General value customers
57622.0,26735.71,1266,0,5,4,4,high,high,high,important value customers
57624.0,18727.29,732,1,4,1,2,low,low,low,General recall of customers
57639.0,21245.37,1041,1,4,2,3,low,low,low,General recall of customers
57645.0,27030.51,1421,0,5,4,4,high,high,high,important value customers
57655.0,36938.3,1486,1,4,4,5,low,high,high,Important to keep customers
57657.0,37741.13,906,0,5,1,5,high,low,high,Important development customers
57662.0,30194.28,1086,0,5,2,4,high,low,high,Important development customers
57668.0,16984.57,1168,0,5,3,2,high,low,low,General development users
57672.0,17063.66,989,2,3,2,2,low,low,low,General recall of customers
57690.0,19257.35,1708,0,5,5,2,high,high,low,General value customers
57717.0,32803.62,1974,0,5,5,5,high,high,high,important value customers
57731.0,17711.5,1075,1,4,2,2,low,low,low,General recall of customers
57736.0,33712.05,1305,0,5,4,5,high,high,high,important value customers
57740.0,22349.75,1070,2,3,2,3,low,low,low,General recall of customers
57745.0,18015.64,956,0,5,1,2,high,low,low,General development users
57766.0,33763.68,1156,1,4,3,5,low,low,high,Important customer recall
57772.0,11007.7,859,0,5,1,1,high,low,low,General development users
57778.0,22732.42,1210,0,5,3,3,high,low,low,General development users
57799.0,19638.97,1145,0,5,3,3,high,low,low,General development users
57828.0,16382.68,1230,0,5,3,1,high,low,low,General development users
57850.0,15661.99,1514,0,5,4,1,high,high,low,General value customers
57888.0,14747.5,895,0,5,1,1,high,low,low,General development users
57893.0,20967.01,1296,0,5,4,3,high,high,low,General value customers
57919.0,16539.01,1119,0,5,3,1,high,low,low,General development users
57942.0,27447.89,1005,1,4,2,4,low,low,high,Important customer recall
57949.0,22071.05,887,0,5,1,3,high,low,low,General development users
57950.0,15383.18,1513,0,5,4,1,high,high,low,General value customers
57964.0,16830.69,1069,0,5,2,1,high,low,low,General development users
57987.0,17188.86,943,0,5,1,2,high,low,low,General development users
57993.0,20864.17,1428,0,5,4,3,high,high,low,General value customers
57995.0,27012.14,1700,0,5,5,4,high,high,high,important value customers
58008.0,22581.15,1233,1,4,3,3,low,low,low,General recall of customers
58022.0,20135.12,1163,0,5,3,3,high,low,low,General development users
58032.0,16517.92,1036,0,5,2,1,high,low,low,General development users
58076.0,9246.63,941,0,5,1,1,high,low,low,General development users
58078.0,37236.94,1763,0,5,5,5,high,high,high,important value customers
58086.0,13181.78,717,1,4,1,1,low,low,low,General recall of customers
58104.0,30333.29,1857,0,5,5,4,high,high,high,important value customers
58105.0,15197.69,1248,0,5,4,1,high,high,low,General value customers
58108.0,16999.81,936,1,4,1,2,low,low,low,General recall of customers
58115.0,19329.63,1177,0,5,3,2,high,low,low,General development users
58122.0,29660.46,831,1,4,1,4,low,low,high,Important customer recall
58141.0,16266.39,1805,0,5,5,1,high,high,low,General value customers
58144.0,18503.69,1716,0,5,5,2,high,high,low,General value customers
58147.0,26245.15,665,0,5,1,4,high,low,high,Important development customers
58150.0,10246.57,810,1,4,1,1,low,low,low,General recall of customers
58160.0,28704.54,905,3,2,1,4,low,low,high,Important customer recall
