from_totally_fake_account,total_transactions,total_amount_spent,transactions_quintile,amount_quintile,transactions_level,amount_level,activity_score
2767.0,1624,16956.579999999998,5,1,High,Low,2.6
20005.0,1740,16488.75,5,1,High,Low,2.6
29245.0,1664,16647.78,5,1,High,Low,2.6
70975.0,1827,16872.829999999998,5,1,High,Low,2.6
9724.0,1736,15282.73,5,1,High,Low,2.6
20764.0,1620,16580.17,5,1,High,Low,2.6
2116.0,1644,14102.76,5,1,High,Low,2.6
20772.0,1659,14392.0,5,1,High,Low,2.6
1460.0,1811,16453.04,5,1,High,Low,2.6
65979.0,1643,16356.35,5,1,High,Low,2.6
46516.0,1880,16877.28,5,1,High,Low,2.6
88244.0,1635,15585.34,5,1,High,Low,2.6
65401.0,1794,14764.33,5,1,High,Low,2.6
23000.0,1708,16503.97,5,1,High,Low,2.6
88371.0,1707,16953.55,5,1,High,Low,2.6
100224.0,1781,16515.7,5,1,High,Low,2.6
65197.0,1647,16672.42,5,1,High,Low,2.6
89455.0,1706,16628.44,5,1,High,Low,2.6
27399.0,1926,15255.43,5,1,High,Low,2.6
100621.0,1631,16901.64,5,1,High,Low,2.6
57064.0,1619,16408.01,5,1,High,Low,2.6
88569.0,1700,14252.94,5,1,High,Low,2.6
1087.0,1703,15920.14,5,1,High,Low,2.6
88603.0,1688,16187.28,5,1,High,Low,2.6
23369.0,1737,16612.48,5,1,High,Low,2.6
1644.0,1620,16756.55,5,1,High,Low,2.6
66170.0,1896,15434.87,5,1,High,Low,2.6
9600.0,1691,16878.71,5,1,High,Low,2.6
45745.0,1637,13648.98,5,1,High,Low,2.6
55254.0,1607,15291.36,5,1,High,Low,2.6
99007.0,1603,16087.39,5,1,High,Low,2.6
99012.0,1734,15686.18,5,1,High,Low,2.6
3317.0,1634,15717.31,5,1,High,Low,2.6
90045.0,1623,14667.79,5,1,High,Low,2.6
21066.0,1848,14965.32,5,1,High,Low,2.6
99288.0,1624,15473.31,5,1,High,Low,2.6
99351.0,1712,16118.12,5,1,High,Low,2.6
22106.0,1819,15553.01,5,1,High,Low,2.6
67591.0,1724,15446.57,5,1,High,Low,2.6
55626.0,1634,13963.55,5,1,High,Low,2.6
99363.0,2019,16728.7,5,1,High,Low,2.6
21686.0,1802,13789.73,5,1,High,Low,2.6
38625.0,1616,16678.829999999998,5,1,High,Low,2.6
1730.0,1624,15726.69,5,1,High,Low,2.6
55868.0,1967,14188.95,5,1,High,Low,2.6
3269.0,1687,16837.26,5,1,High,Low,2.6
73893.0,1636,16782.33,5,1,High,Low,2.6
73521.0,1804,15579.05,5,1,High,Low,2.6
80592.0,1692,15829.27,5,1,High,Low,2.6
32382.0,1624,15007.68,5,1,High,Low,2.6
32333.0,1708,14409.99,5,1,High,Low,2.6
81218.0,1843,16737.64,5,1,High,Low,2.6
91593.0,1849,15240.39,5,1,High,Low,2.6
5514.0,1728,14942.71,5,1,High,Low,2.6
85411.0,1854,14144.51,5,1,High,Low,2.6
49628.0,1695,12798.9,5,1,High,Low,2.6
80526.0,1817,16836.48,5,1,High,Low,2.6
78673.0,1608,16595.15,5,1,High,Low,2.6
32016.0,1624,14585.51,5,1,High,Low,2.6
80448.0,1600,15747.79,5,1,High,Low,2.6
80323.0,1784,16313.46,5,1,High,Low,2.6
10709.0,1833,15509.12,5,1,High,Low,2.6
14460.0,1962,15749.93,5,1,High,Low,2.6
50452.0,1733,16806.75,5,1,High,Low,2.6
36648.0,1699,15563.16,5,1,High,Low,2.6
92959.0,1889,12397.35,5,1,High,Low,2.6
5941.0,1770,15233.27,5,1,High,Low,2.6
81963.0,1845,16747.35,5,1,High,Low,2.6
82240.0,1769,14229.05,5,1,High,Low,2.6
44131.0,1675,16713.85,5,1,High,Low,2.6
48479.0,1759,16561.63,5,1,High,Low,2.6
83100.0,1608,16325.81,5,1,High,Low,2.6
92351.0,1943,16836.3,5,1,High,Low,2.6
11550.0,1696,12772.4,5,1,High,Low,2.6
84358.0,1741,16569.68,5,1,High,Low,2.6
47959.0,1782,15804.15,5,1,High,Low,2.6
43947.0,1620,13674.67,5,1,High,Low,2.6
12733.0,1849,13957.69,5,1,High,Low,2.6
84625.0,1643,16093.62,5,1,High,Low,2.6
64111.0,1630,16080.41,5,1,High,Low,2.6
84818.0,1628,14105.7,5,1,High,Low,2.6
82406.0,1672,13926.04,5,1,High,Low,2.6
92892.0,1691,13522.4,5,1,High,Low,2.6
82287.0,1777,16427.23,5,1,High,Low,2.6
14788.0,1698,16775.53,5,1,High,Low,2.6
94432.0,1628,16080.07,5,1,High,Low,2.6
73591.0,1662,14383.37,5,1,High,Low,2.6
4416.0,1680,13757.2,5,1,High,Low,2.6
17041.0,1660,16088.45,5,1,High,Low,2.6
30536.0,1631,14685.8,5,1,High,Low,2.6
30475.0,1663,15700.7,5,1,High,Low,2.6
17158.0,1836,14317.83,5,1,High,Low,2.6
30430.0,1640,16372.18,5,1,High,Low,2.6
95906.0,1607,15590.69,5,1,High,Low,2.6
46993.0,1741,16399.57,5,1,High,Low,2.6
52924.0,1905,16537.17,5,1,High,Low,2.6
94829.0,1679,15712.26,5,1,High,Low,2.6
37432.0,1846,16688.1,5,1,High,Low,2.6
9916.0,1951,15061.76,5,1,High,Low,2.6
84132.0,1696,16965.88,5,1,High,Low,2.6
4009.0,1614,15979.49,5,1,High,Low,2.6
41359.0,1667,13113.77,5,1,High,Low,2.6
41027.0,1698,14285.09,5,1,High,Low,2.6
37882.0,1664,16510.41,5,1,High,Low,2.6
17034.0,1650,15651.84,5,1,High,Low,2.6
52073.0,1643,14351.52,5,1,High,Low,2.6
90784.0,1685,16839.37,5,1,High,Low,2.6
90817.0,1613,15466.94,5,1,High,Low,2.6
50584.0,1668,16369.31,5,1,High,Low,2.6
78137.0,1656,15583.29,5,1,High,Low,2.6
94833.0,1644,12985.33,5,1,High,Low,2.6
50817.0,1710,15974.93,5,1,High,Low,2.6
36802.0,1624,13824.81,5,1,High,Low,2.6
86008.0,1862,14940.39,5,1,High,Low,2.6
7248.0,1742,15409.3,5,1,High,Low,2.6
16249.0,1972,16805.73,5,1,High,Low,2.6
76950.0,1731,15439.52,5,1,High,Low,2.6
51335.0,1624,16575.329999999998,5,1,High,Low,2.6
86417.0,1692,16260.95,5,1,High,Low,2.6
51517.0,1664,14444.15,5,1,High,Low,2.6
76280.0,1614,16806.16,5,1,High,Low,2.6
4623.0,1686,16718.55,5,1,High,Low,2.6
86693.0,1701,16760.46,5,1,High,Low,2.6
11202.0,1802,13801.92,5,1,High,Low,2.6
80353.0,1655,15547.7,5,1,High,Low,2.6
58652.0,1727,16058.7,5,1,High,Low,2.6
63548.0,1598,16377.94,5,1,High,Low,2.6
61751.0,1935,15241.05,5,1,High,Low,2.6
26091.0,1684,14043.83,5,1,High,Low,2.6
24441.0,1707,16136.43,5,1,High,Low,2.6
61484.0,1656,14683.11,5,1,High,Low,2.6
24033.0,2109,15708.55,5,1,High,Low,2.6
60555.0,1687,15906.35,5,1,High,Low,2.6
61041.0,1944,15725.88,5,1,High,Low,2.6
61098.0,1676,15003.56,5,1,High,Low,2.6
25859.0,1667,15270.01,5,1,High,Low,2.6
25429.0,1762,16265.57,5,1,High,Low,2.6
59553.0,1617,14648.52,5,1,High,Low,2.6
25451.0,1940,15626.82,5,1,High,Low,2.6
63170.0,1613,16752.39,5,1,High,Low,2.6
58141.0,1805,16266.39,5,1,High,Low,2.6
60485.0,1727,15274.14,5,1,High,Low,2.6
17647.0,1003,20416.39,2,3,Low,Low,2.5999999999999996
75662.0,1049,21572.12,2,3,Low,Low,2.5999999999999996
75508.0,981,20933.22,2,3,Low,Low,2.5999999999999996
96722.0,1004,22858.82,2,3,Low,Low,2.5999999999999996
75239.0,1010,19564.39,2,3,Low,Low,2.5999999999999996
37832.0,1015,19618.31,2,3,Low,Low,2.5999999999999996
3800.0,1049,21162.59,2,3,Low,Low,2.5999999999999996
75207.0,1066,21172.04,2,3,Low,Low,2.5999999999999996
17181.0,1074,21474.32,2,3,Low,Low,2.5999999999999996
52347.0,992,19710.22,2,3,Low,Low,2.5999999999999996
75041.0,1019,19851.05,2,3,Low,Low,2.5999999999999996
30204.0,1045,20926.39,2,3,Low,Low,2.5999999999999996
97573.0,983,21406.03,2,3,Low,Low,2.5999999999999996
29926.0,1044,19585.47,2,3,Low,Low,2.5999999999999996
73788.0,977,20136.41,2,3,Low,Low,2.5999999999999996
74831.0,1072,19778.36,2,3,Low,Low,2.5999999999999996
3472.0,960,21078.79,2,3,Low,Low,2.5999999999999996
52621.0,1012,20749.86,2,3,Low,Low,2.5999999999999996
96618.0,1050,22070.97,2,3,Low,Low,2.5999999999999996
30305.0,1037,20727.89,2,3,Low,Low,2.5999999999999996
74045.0,1005,22989.16,2,3,Low,High,2.5999999999999996
62989.0,1004,21333.11,2,3,Low,Low,2.5999999999999996
74077.0,1028,22857.5,2,3,Low,Low,2.5999999999999996
60339.0,1035,21208.22,2,3,Low,Low,2.5999999999999996
4141.0,1072,22989.57,2,3,Low,High,2.5999999999999996
51811.0,1031,22277.28,2,3,Low,Low,2.5999999999999996
16306.0,995,22407.9,2,3,Low,Low,2.5999999999999996
25510.0,1064,21359.92,2,3,Low,Low,2.5999999999999996
15629.0,1004,20295.7,2,3,Low,Low,2.5999999999999996
95802.0,1013,20754.71,2,3,Low,Low,2.5999999999999996
15633.0,1043,20394.43,2,3,Low,Low,2.5999999999999996
77656.0,1028,21844.43,2,3,Low,Low,2.5999999999999996
77638.0,972,20325.34,2,3,Low,Low,2.5999999999999996
15730.0,1087,19873.98,2,3,Low,Low,2.5999999999999996
4549.0,1007,19852.23,2,3,Low,Low,2.5999999999999996
15952.0,1036,20407.13,2,3,Low,Low,2.5999999999999996
4497.0,969,21225.21,2,3,Low,Low,2.5999999999999996
77237.0,1070,20356.03,2,3,Low,Low,2.5999999999999996
77063.0,1086,22838.8,2,3,Low,Low,2.5999999999999996
16339.0,1073,21245.47,2,3,Low,Low,2.5999999999999996
51810.0,1019,20077.59,2,3,Low,Low,2.5999999999999996
16367.0,1089,20497.24,2,3,Low,Low,2.5999999999999996
76808.0,1081,19709.17,2,3,Low,Low,2.5999999999999996
76804.0,1045,20895.29,2,3,Low,Low,2.5999999999999996
51509.0,1079,19730.54,2,3,Low,Low,2.5999999999999996
16468.0,1039,20852.83,2,3,Low,Low,2.5999999999999996
37383.0,1018,20185.22,2,3,Low,Low,2.5999999999999996
4276.0,1059,20914.14,2,3,Low,Low,2.5999999999999996
25584.0,964,20734.59,2,3,Low,Low,2.5999999999999996
76131.0,1008,21018.98,2,3,Low,Low,2.5999999999999996
97657.0,1078,21126.01,2,3,Low,Low,2.5999999999999996
76086.0,1033,21879.64,2,3,Low,Low,2.5999999999999996
16689.0,1054,20659.78,2,3,Low,Low,2.5999999999999996
3329.0,1057,19557.82,2,3,Low,Low,2.5999999999999996
16274.0,1049,20837.67,2,3,Low,Low,2.5999999999999996
18107.0,1046,22869.3,2,3,Low,Low,2.5999999999999996
57740.0,1070,22349.75,2,3,Low,Low,2.5999999999999996
98590.0,1014,22524.15,2,3,Low,Low,2.5999999999999996
29136.0,1023,20595.51,2,3,Low,Low,2.5999999999999996
70088.0,991,20161.26,2,3,Low,Low,2.5999999999999996
54641.0,1045,21471.41,2,3,Low,Low,2.5999999999999996
20381.0,1034,22345.9,2,3,Low,Low,2.5999999999999996
54731.0,1052,22930.38,2,3,Low,High,2.5999999999999996
98693.0,984,20032.86,2,3,Low,Low,2.5999999999999996
54791.0,1038,21718.17,2,3,Low,Low,2.5999999999999996
2258.0,983,19982.12,2,3,Low,Low,2.5999999999999996
20502.0,1016,22977.41,2,3,Low,High,2.5999999999999996
40288.0,963,20694.58,2,3,Low,Low,2.5999999999999996
69305.0,1041,21892.38,2,3,Low,Low,2.5999999999999996
28684.0,1018,20125.5,2,3,Low,Low,2.5999999999999996
55170.0,1039,20580.14,2,3,Low,Low,2.5999999999999996
73171.0,1032,20558.33,2,3,Low,Low,2.5999999999999996
26819.0,1082,20227.92,2,3,Low,Low,2.5999999999999996
55457.0,990,19714.5,2,3,Low,Low,2.5999999999999996
63594.0,1048,20867.46,2,3,Low,Low,2.5999999999999996
2029.0,1035,21083.55,2,3,Low,Low,2.5999999999999996
21177.0,983,19578.09,2,3,Low,Low,2.5999999999999996
1990.0,1074,22465.03,2,3,Low,Low,2.5999999999999996
67795.0,1059,20318.42,2,3,Low,Low,2.5999999999999996
57639.0,1041,21245.37,2,3,Low,Low,2.5999999999999996
55646.0,1071,21883.25,2,3,Low,Low,2.5999999999999996
55657.0,987,20399.74,2,3,Low,Low,2.5999999999999996
67414.0,1065,21587.34,2,3,Low,Low,2.5999999999999996
99536.0,1070,20428.94,2,3,Low,Low,2.5999999999999996
67308.0,957,19784.66,2,3,Low,Low,2.5999999999999996
29173.0,1003,20075.23,2,3,Low,Low,2.5999999999999996
70478.0,1027,19869.53,2,3,Low,Low,2.5999999999999996
29242.0,993,22899.83,2,3,Low,Low,2.5999999999999996
38199.0,1044,20244.75,2,3,Low,Low,2.5999999999999996
78306.0,1013,19988.77,2,3,Low,Low,2.5999999999999996
73155.0,1024,22564.62,2,3,Low,Low,2.5999999999999996
97754.0,987,22008.7,2,3,Low,Low,2.5999999999999996
18538.0,1064,20128.83,2,3,Low,Low,2.5999999999999996
53481.0,1058,20750.36,2,3,Low,Low,2.5999999999999996
72919.0,1084,21450.11,2,3,Low,Low,2.5999999999999996
40903.0,1002,22933.03,2,3,Low,High,2.5999999999999996
53534.0,1029,20920.07,2,3,Low,Low,2.5999999999999996
53545.0,1076,19808.06,2,3,Low,Low,2.5999999999999996
72473.0,969,20904.62,2,3,Low,Low,2.5999999999999996
72370.0,1089,20666.8,2,3,Low,Low,2.5999999999999996
72295.0,1064,20347.77,2,3,Low,Low,2.5999999999999996
3093.0,1050,21942.75,2,3,Low,Low,2.5999999999999996
72166.0,1087,22410.05,2,3,Low,Low,2.5999999999999996
98031.0,1061,20469.13,2,3,Low,Low,2.5999999999999996
72112.0,991,21908.76,2,3,Low,Low,2.5999999999999996
29422.0,1033,20803.07,2,3,Low,Low,2.5999999999999996
98159.0,985,19733.07,2,3,Low,Low,2.5999999999999996
19328.0,1061,20267.03,2,3,Low,Low,2.5999999999999996
71631.0,1069,21363.26,2,3,Low,Low,2.5999999999999996
98219.0,1077,21846.52,2,3,Low,Low,2.5999999999999996
38056.0,1039,22437.42,2,3,Low,Low,2.5999999999999996
71327.0,1016,20461.16,2,3,Low,Low,2.5999999999999996
29270.0,1034,19752.68,2,3,Low,Low,2.5999999999999996
2666.0,1074,19717.02,2,3,Low,Low,2.5999999999999996
63380.0,996,21634.47,2,3,Low,Low,2.5999999999999996
54221.0,1063,21076.8,2,3,Low,Low,2.5999999999999996
78177.0,1049,21843.07,2,3,Low,Low,2.5999999999999996
50513.0,1002,20232.25,2,3,Low,Low,2.5999999999999996
31543.0,1013,19561.12,2,3,Low,Low,2.5999999999999996
33321.0,986,21413.88,2,3,Low,Low,2.5999999999999996
9341.0,960,21016.07,2,3,Low,Low,2.5999999999999996
9407.0,1084,20397.17,2,3,Low,Low,2.5999999999999996
46710.0,1089,20471.4,2,3,Low,Low,2.5999999999999996
87545.0,1086,21444.83,2,3,Low,Low,2.5999999999999996
9518.0,1074,22685.5,2,3,Low,Low,2.5999999999999996
26150.0,999,22372.54,2,3,Low,Low,2.5999999999999996
6589.0,966,20846.59,2,3,Low,Low,2.5999999999999996
86984.0,1088,20280.09,2,3,Low,Low,2.5999999999999996
92253.0,1000,19964.96,2,3,Low,Low,2.5999999999999996
86933.0,977,20578.7,2,3,Low,Low,2.5999999999999996
47003.0,999,20131.53,2,3,Low,Low,2.5999999999999996
10300.0,1048,21919.62,2,3,Low,Low,2.5999999999999996
10314.0,1089,21605.51,2,3,Low,Low,2.5999999999999996
86381.0,1075,19582.83,2,3,Low,Low,2.5999999999999996
10479.0,1074,22805.29,2,3,Low,Low,2.5999999999999996
6296.0,1049,20416.1,2,3,Low,Low,2.5999999999999996
85774.0,959,21675.88,2,3,Low,Low,2.5999999999999996
92626.0,1074,20589.76,2,3,Low,Low,2.5999999999999996
10740.0,986,21848.36,2,3,Low,Low,2.5999999999999996
47426.0,959,21274.33,2,3,Low,Low,2.5999999999999996
47440.0,958,21835.54,2,3,Low,Low,2.5999999999999996
85294.0,1067,21419.55,2,3,Low,Low,2.5999999999999996
43814.0,1013,21339.36,2,3,Low,Low,2.5999999999999996
47645.0,1016,20857.2,2,3,Low,Low,2.5999999999999996
62014.0,1035,20338.42,2,3,Low,Low,2.5999999999999996
26316.0,971,20324.9,2,3,Low,Low,2.5999999999999996
84876.0,964,19676.6,2,3,Low,Low,2.5999999999999996
35303.0,1047,19554.82,2,3,Low,Low,2.5999999999999996
6874.0,1083,22821.48,2,3,Low,Low,2.5999999999999996
9204.0,1034,22607.75,2,3,Low,Low,2.5999999999999996
25080.0,973,19839.97,2,3,Low,Low,2.5999999999999996
90831.0,958,20111.71,2,3,Low,Low,2.5999999999999996
90768.0,965,20809.85,2,3,Low,Low,2.5999999999999996
7417.0,1056,19785.61,2,3,Low,Low,2.5999999999999996
7534.0,1088,22002.96,2,3,Low,Low,2.5999999999999996
90714.0,1066,21886.75,2,3,Low,Low,2.5999999999999996
45481.0,1065,20264.37,2,3,Low,Low,2.5999999999999996
7601.0,962,21052.99,2,3,Low,Low,2.5999999999999996
7292.0,1077,20080.18,2,3,Low,Low,2.5999999999999996
25093.0,1060,20601.15,2,3,Low,Low,2.5999999999999996
7224.0,1029,20108.23,2,3,Low,Low,2.5999999999999996
89833.0,1085,21086.21,2,3,Low,Low,2.5999999999999996
45712.0,1087,22232.6,2,3,Low,Low,2.5999999999999996
89542.0,1007,20599.18,2,3,Low,Low,2.5999999999999996
88267.0,1042,19608.91,2,3,Low,Low,2.5999999999999996
8197.0,1078,21755.59,2,3,Low,Low,2.5999999999999996
91409.0,970,21534.44,2,3,Low,Low,2.5999999999999996
91431.0,1086,21560.59,2,3,Low,Low,2.5999999999999996
8307.0,1060,22133.16,2,3,Low,Low,2.5999999999999996
91436.0,1058,20193.33,2,3,Low,Low,2.5999999999999996
88987.0,1017,21259.14,2,3,Low,Low,2.5999999999999996
46134.0,1002,20226.5,2,3,Low,Low,2.5999999999999996
88698.0,1071,22104.2,2,3,Low,Low,2.5999999999999996
61467.0,1073,20682.11,2,3,Low,Low,2.5999999999999996
88540.0,989,22767.89,2,3,Low,Low,2.5999999999999996
7018.0,1011,22191.72,2,3,Low,Low,2.5999999999999996
8982.0,1003,19865.11,2,3,Low,Low,2.5999999999999996
33483.0,1024,20025.02,2,3,Low,Low,2.5999999999999996
6031.0,980,19687.34,2,3,Low,Low,2.5999999999999996
60475.0,1066,21562.45,2,3,Low,Low,2.5999999999999996
84454.0,1079,21962.59,2,3,Low,Low,2.5999999999999996
58439.0,1028,21716.7,2,3,Low,Low,2.5999999999999996
5280.0,1078,22024.66,2,3,Low,Low,2.5999999999999996
36642.0,1000,20612.7,2,3,Low,Low,2.5999999999999996
24449.0,1088,21703.74,2,3,Low,Low,2.5999999999999996
42885.0,1065,20229.79,2,3,Low,Low,2.5999999999999996
81026.0,1073,21153.27,2,3,Low,Low,2.5999999999999996
80816.0,1057,22611.35,2,3,Low,Low,2.5999999999999996
80772.0,1047,22663.23,2,3,Low,Low,2.5999999999999996
5164.0,1030,22042.0,2,3,Low,Low,2.5999999999999996
62474.0,958,20437.96,2,3,Low,Low,2.5999999999999996
80508.0,1064,20204.82,2,3,Low,Low,2.5999999999999996
80073.0,1060,22014.21,2,3,Low,Low,2.5999999999999996
14360.0,995,19835.28,2,3,Low,Low,2.5999999999999996
31817.0,1072,22220.32,2,3,Low,Low,2.5999999999999996
14506.0,959,19960.53,2,3,Low,Low,2.5999999999999996
31789.0,1076,19622.55,2,3,Low,Low,2.5999999999999996
4820.0,1058,19975.09,2,3,Low,Low,2.5999999999999996
50344.0,1001,19915.78,2,3,Low,Low,2.5999999999999996
4819.0,1087,20783.06,2,3,Low,Low,2.5999999999999996
50407.0,987,19714.16,2,3,Low,Low,2.5999999999999996
37074.0,1035,20157.68,2,3,Low,Low,2.5999999999999996
79132.0,1022,20841.93,2,3,Low,Low,2.5999999999999996
79051.0,1003,21327.15,2,3,Low,Low,2.5999999999999996
31703.0,1073,22519.31,2,3,Low,Low,2.5999999999999996
67143.0,1061,19774.63,2,3,Low,Low,2.5999999999999996
42026.0,1035,19956.09,2,3,Low,Low,2.5999999999999996
78430.0,991,19655.73,2,3,Low,Low,2.5999999999999996
43010.0,1002,21243.01,2,3,Low,Low,2.5999999999999996
81687.0,1080,20958.09,2,3,Low,Low,2.5999999999999996
13174.0,1078,19736.88,2,3,Low,Low,2.5999999999999996
5589.0,1059,19636.95,2,3,Low,Low,2.5999999999999996
48016.0,1064,19583.39,2,3,Low,Low,2.5999999999999996
48119.0,957,20785.84,2,3,Low,Low,2.5999999999999996
11619.0,1075,20646.0,2,3,Low,Low,2.5999999999999996
93051.0,1009,21880.86,2,3,Low,Low,2.5999999999999996
43611.0,1088,22809.39,2,3,Low,Low,2.5999999999999996
83926.0,957,20141.98,2,3,Low,Low,2.5999999999999996
11734.0,963,21801.41,2,3,Low,Low,2.5999999999999996
33018.0,1069,19896.81,2,3,Low,Low,2.5999999999999996
93283.0,1056,22656.02,2,3,Low,Low,2.5999999999999996
11964.0,1052,19551.18,2,3,Low,Low,2.5999999999999996
11971.0,1052,21930.87,2,3,Low,Low,2.5999999999999996
24576.0,997,20100.84,2,3,Low,Low,2.5999999999999996
62116.0,1009,22513.9,2,3,Low,Low,2.5999999999999996
49161.0,1004,22428.11,2,3,Low,Low,2.5999999999999996
32737.0,1033,20044.75,2,3,Low,Low,2.5999999999999996
82823.0,1065,20353.74,2,3,Low,Low,2.5999999999999996
82765.0,1042,21767.99,2,3,Low,Low,2.5999999999999996
82752.0,1053,21900.69,2,3,Low,Low,2.5999999999999996
82744.0,962,20775.17,2,3,Low,Low,2.5999999999999996
32661.0,1085,21580.0,2,3,Low,Low,2.5999999999999996
43357.0,1071,21531.42,2,3,Low,Low,2.5999999999999996
62243.0,1059,21410.6,2,3,Low,Low,2.5999999999999996
82341.0,1050,22181.0,2,3,Low,Low,2.5999999999999996
62338.0,1056,21247.45,2,3,Low,Low,2.5999999999999996
5412.0,970,20776.87,2,3,Low,Low,2.5999999999999996
82015.0,991,21484.01,2,3,Low,Low,2.5999999999999996
99658.0,988,20927.19,2,3,Low,Low,2.5999999999999996
7337.0,1005,21095.55,2,3,Low,Low,2.5999999999999996
64008.0,1035,20289.53,2,3,Low,Low,2.5999999999999996
27550.0,1023,21571.22,2,3,Low,Low,2.5999999999999996
65960.0,1034,22287.86,2,3,Low,Low,2.5999999999999996
22503.0,1056,20971.45,2,3,Low,Low,2.5999999999999996
100658.0,1046,20487.6,2,3,Low,Low,2.5999999999999996
100640.0,1071,22903.11,2,3,Low,Low,2.5999999999999996
63924.0,1073,22346.49,2,3,Low,Low,2.5999999999999996
39688.0,1056,22725.49,2,3,Low,Low,2.5999999999999996
56412.0,999,21887.34,2,3,Low,Low,2.5999999999999996
23029.0,1072,20935.88,2,3,Low,Low,2.5999999999999996
27204.0,981,22481.58,2,3,Low,Low,2.5999999999999996
59874.0,963,20437.12,2,3,Low,Low,2.5999999999999996
56045.0,1038,19695.93,2,3,Low,Low,2.5999999999999996
27990.0,1059,22805.61,2,3,Low,Low,2.5999999999999996
100420.0,1059,22132.71,2,3,Low,Low,2.5999999999999996
39676.0,960,19877.57,2,3,Low,Low,2.5999999999999996
65350.0,1088,21190.82,2,3,Low,Low,2.5999999999999996
57237.0,1035,21433.79,2,3,Low,Low,2.5999999999999996
100489.0,1082,19885.39,2,3,Low,Low,2.5999999999999996
22916.0,1067,21916.1,2,3,Low,Low,2.5999999999999996
66642.0,1039,22564.28,2,3,Low,Low,2.5999999999999996
39618.0,1026,20176.92,2,3,Low,Low,2.5999999999999996
59777.0,963,22967.65,2,3,Low,High,2.5999999999999996
23486.0,1076,19611.1,2,3,Low,Low,2.5999999999999996
64890.0,987,19804.02,2,3,Low,Low,2.5999999999999996
64959.0,1009,22001.36,2,3,Low,Low,2.5999999999999996
64884.0,957,22728.93,2,3,Low,Low,2.5999999999999996
1715.0,1053,21646.28,2,3,Low,Low,2.5999999999999996
64943.0,1164,18442.6,3,2,Low,Low,2.4000000000000004
26464.0,1222,18324.44,3,2,Low,Low,2.4000000000000004
43157.0,1107,17002.43,3,2,Low,Low,2.4000000000000004
26439.0,1191,18669.25,3,2,Low,Low,2.4000000000000004
71607.0,1190,19286.16,3,2,Low,Low,2.4000000000000004
94535.0,1227,18397.18,3,2,Low,Low,2.4000000000000004
13886.0,1152,17765.75,3,2,Low,Low,2.4000000000000004
42842.0,1216,17917.15,3,2,Low,Low,2.4000000000000004
81012.0,1110,19441.42,3,2,Low,Low,2.4000000000000004
25615.0,1199,17480.82,3,2,Low,Low,2.4000000000000004
81259.0,1180,17628.68,3,2,Low,Low,2.4000000000000004
83968.0,1110,17747.41,3,2,Low,Low,2.4000000000000004
81352.0,1219,19414.29,3,2,Low,Low,2.4000000000000004
49245.0,1203,18319.98,3,2,Low,Low,2.4000000000000004
13690.0,1122,18559.08,3,2,Low,Low,2.4000000000000004
81384.0,1121,17052.92,3,2,Low,Low,2.4000000000000004
99895.0,1149,18094.42,3,2,Low,Low,2.4000000000000004
81402.0,1119,18776.32,3,2,Low,Low,2.4000000000000004
32221.0,1103,18838.83,3,2,Low,Low,2.4000000000000004
39040.0,1127,18958.75,3,2,Low,Low,2.4000000000000004
19566.0,1194,18238.66,3,2,Low,Low,2.4000000000000004
71288.0,1101,18000.73,3,2,Low,Low,2.4000000000000004
49284.0,1216,18952.64,3,2,Low,Low,2.4000000000000004
19570.0,1197,17766.06,3,2,Low,Low,2.4000000000000004
63399.0,1121,17898.31,3,2,Low,Low,2.4000000000000004
49589.0,1113,18580.2,3,2,Low,Low,2.4000000000000004
2852.0,1143,18549.72,3,2,Low,Low,2.4000000000000004
80492.0,1108,18955.77,3,2,Low,Low,2.4000000000000004
79941.0,1161,18501.94,3,2,Low,Low,2.4000000000000004
79951.0,1177,19080.23,3,2,Low,Low,2.4000000000000004
58346.0,1093,17585.73,3,2,Low,Low,2.4000000000000004
71827.0,1236,18549.95,3,2,Low,Low,2.4000000000000004
31940.0,1102,19148.56,3,2,Low,Low,2.4000000000000004
31948.0,1091,18868.38,3,2,Low,Low,2.4000000000000004
49759.0,1098,17887.55,3,2,Low,Low,2.4000000000000004
49739.0,1110,19150.46,3,2,Low,Low,2.4000000000000004
49699.0,1123,17729.48,3,2,Low,Low,2.4000000000000004
29401.0,1127,18251.36,3,2,Low,Low,2.4000000000000004
24301.0,1105,19444.64,3,2,Low,Low,2.4000000000000004
71670.0,1178,17596.6,3,2,Low,Low,2.4000000000000004
98606.0,1184,17906.74,3,2,Low,Low,2.4000000000000004
5058.0,1164,18337.88,3,2,Low,Low,2.4000000000000004
19325.0,1115,17284.19,3,2,Low,Low,2.4000000000000004
19327.0,1223,18301.04,3,2,Low,Low,2.4000000000000004
80598.0,1115,18833.39,3,2,Low,Low,2.4000000000000004
94652.0,1174,17030.74,3,2,Low,Low,2.4000000000000004
29141.0,1113,17647.24,3,2,Low,Low,2.4000000000000004
80654.0,1137,18307.9,3,2,Low,Low,2.4000000000000004
32109.0,1098,17712.66,3,2,Low,Low,2.4000000000000004
80667.0,1198,18711.11,3,2,Low,Low,2.4000000000000004
71234.0,1205,18159.36,3,2,Low,Low,2.4000000000000004
81825.0,1109,18026.55,3,2,Low,Low,2.4000000000000004
35982.0,1157,18508.38,3,2,Low,Low,2.4000000000000004
54329.0,1235,17901.81,3,2,Low,Low,2.4000000000000004
