from_totally_fake_account,Z-score_count,IQR_count,Isolation_Forest_count,Total_anomalies,risk_level
63705,30,124,296,450,high-risk
63709,0,0,0,0,low-risk
63715,12,129,205,346,high-risk
63721,12,166,223,401,high-risk
63734,0,0,0,0,low-risk
63738,12,125,154,291,medium-high-risk
63764,0,0,0,0,low-risk
63767,0,0,0,0,low-risk
63779,22,154,223,399,high-risk
63790,0,0,0,0,low-risk
63798,0,0,0,0,low-risk
63803,14,99,152,265,medium-high-risk
63812,12,120,154,286,medium-high-risk
6382,0,0,0,0,low-risk
63821,12,129,169,310,medium-high-risk
63838,0,0,0,0,low-risk
63844,0,0,0,0,low-risk
63848,0,0,0,0,low-risk
63849,12,139,171,322,medium-high-risk
63851,0,0,0,0,low-risk
63852,0,0,0,0,low-risk
63860,23,177,236,436,high-risk
63862,12,120,152,284,medium-high-risk
63865,12,158,185,355,high-risk
63867,27,144,200,371,high-risk
63890,12,149,100,261,medium-high-risk
63892,18,152,196,366,high-risk
63895,0,0,0,0,low-risk
63898,11,97,139,247,medium-high-risk
63909,12,147,187,346,high-risk
63918,14,175,218,407,high-risk
63923,0,0,0,0,low-risk
63924,13,144,207,364,high-risk
63927,20,74,121,215,medium-low-risk
63945,12,110,159,281,medium-high-risk
63960,0,0,0,0,low-risk
63967,12,142,170,324,medium-high-risk
6400,0,0,0,0,low-risk
64000,12,116,139,267,medium-high-risk
64008,30,162,208,400,high-risk
64011,0,0,0,0,low-risk
64016,0,0,0,0,low-risk
64037,0,0,0,0,low-risk
64056,19,93,170,282,medium-high-risk
6406,12,158,219,389,high-risk
64062,27,110,186,323,medium-high-risk
64064,20,161,287,468,high-risk
64076,0,0,0,0,low-risk
64091,0,0,0,0,low-risk
64092,0,0,0,0,low-risk
64093,0,0,0,0,low-risk
64096,12,113,163,288,medium-high-risk
64099,12,126,145,283,medium-high-risk
64100,54,137,184,375,high-risk
64101,34,132,181,347,high-risk
64111,41,130,198,369,high-risk
64123,25,151,223,399,high-risk
64130,0,0,0,0,low-risk
64147,12,157,204,373,high-risk
6415,12,109,226,347,high-risk
64159,0,0,0,0,low-risk
64176,39,145,212,396,high-risk
6418,0,0,0,0,low-risk
64181,32,109,153,294,medium-high-risk
64184,45,143,184,372,high-risk
64185,0,0,0,0,low-risk
64188,12,143,188,343,high-risk
64191,40,120,157,317,medium-high-risk
64192,12,143,179,334,high-risk
64196,0,0,0,0,low-risk
64198,12,63,83,158,medium-low-risk
64200,12,145,156,313,medium-high-risk
64207,30,99,168,297,medium-high-risk
64208,12,131,162,305,medium-high-risk
64210,12,105,171,288,medium-high-risk
64214,0,0,0,0,low-risk
64218,12,132,165,309,medium-high-risk
64225,12,105,142,259,medium-high-risk
64241,13,151,315,479,high-risk
64251,39,130,157,326,medium-high-risk
64253,0,0,0,0,low-risk
64264,0,0,0,0,low-risk
64268,12,111,136,259,medium-high-risk
64272,12,87,118,217,medium-low-risk
64288,0,0,0,0,low-risk
64291,28,108,142,278,medium-high-risk
64292,17,142,177,336,high-risk
64303,0,0,0,0,low-risk
64304,12,90,120,222,medium-low-risk
6431,18,90,141,249,medium-high-risk
64314,14,165,198,377,high-risk
64327,13,127,172,312,medium-high-risk
64333,0,0,0,0,low-risk
6434,0,0,0,0,low-risk
64354,12,126,218,356,high-risk
64357,13,91,130,234,medium-low-risk
64370,0,0,0,0,low-risk
64384,12,106,143,261,medium-high-risk
64397,20,98,136,254,medium-high-risk
64406,12,127,136,275,medium-high-risk
64411,12,154,240,406,high-risk
64421,0,0,0,0,low-risk
64445,0,0,0,0,low-risk
6445,21,109,153,283,medium-high-risk
64455,24,131,158,313,medium-high-risk
64466,0,0,0,0,low-risk
64472,12,125,145,282,medium-high-risk
64476,12,124,192,328,medium-high-risk
64487,0,0,0,0,low-risk
64501,0,0,0,0,low-risk
64503,0,0,0,0,low-risk
64509,37,114,148,299,medium-high-risk
64528,15,140,193,348,high-risk
64531,0,0,0,0,low-risk
64540,0,0,0,0,low-risk
64543,12,114,208,334,high-risk
64555,12,77,113,202,medium-low-risk
64559,43,226,184,453,high-risk
64573,12,73,81,166,medium-low-risk
64581,12,128,165,305,medium-high-risk
64582,0,0,0,0,low-risk
64583,12,120,148,280,medium-high-risk
6459,37,132,179,348,high-risk
64594,0,0,0,0,low-risk
64605,12,112,154,278,medium-high-risk
64608,31,131,177,339,high-risk
64612,0,0,0,0,low-risk
64619,12,139,218,369,high-risk
64627,12,106,152,270,medium-high-risk
64639,15,78,151,244,medium-low-risk
64640,0,0,0,0,low-risk
64653,12,90,120,222,medium-low-risk
64658,12,118,166,296,medium-high-risk
64660,0,0,0,0,low-risk
64671,31,119,181,331,high-risk
64679,37,123,173,333,high-risk
6468,27,118,159,304,medium-high-risk
64691,12,168,206,386,high-risk
64696,0,0,0,0,low-risk
64700,0,0,0,0,low-risk
64713,0,0,0,0,low-risk
64715,12,99,147,258,medium-high-risk
64720,0,0,0,0,low-risk
64722,37,125,146,308,medium-high-risk
64731,0,0,0,0,low-risk
64738,12,100,117,229,medium-low-risk
64760,0,0,0,0,low-risk
64761,12,94,122,228,medium-low-risk
64762,0,0,0,0,low-risk
64767,0,0,0,0,low-risk
64772,12,92,105,209,medium-low-risk
64774,21,86,132,239,medium-low-risk
64781,12,116,184,312,medium-high-risk
64785,0,0,0,0,low-risk
64792,0,0,0,0,low-risk
64796,0,0,0,0,low-risk
64800,12,127,151,290,medium-high-risk
64806,44,136,205,385,high-risk
64824,0,0,0,0,low-risk
64827,40,158,223,421,high-risk
64831,0,0,0,0,low-risk
64833,0,0,0,0,low-risk
64835,0,0,0,0,low-risk
64850,24,119,169,312,medium-high-risk
64884,12,142,184,338,high-risk
64890,11,128,169,308,medium-high-risk
64904,21,102,147,270,medium-high-risk
64923,16,97,149,262,medium-high-risk
64928,0,0,0,0,low-risk
64930,22,165,204,391,high-risk
64939,0,0,0,0,low-risk
64943,37,122,162,321,medium-high-risk
64949,0,0,0,0,low-risk
64959,12,122,167,301,medium-high-risk
64960,43,219,198,460,high-risk
64961,0,0,0,0,low-risk
64963,0,0,0,0,low-risk
64966,12,52,85,149,medium-low-risk
64972,16,69,127,212,medium-low-risk
64973,0,0,0,0,low-risk
64983,12,99,116,227,medium-low-risk
64993,12,119,155,286,medium-high-risk
64994,11,103,141,255,medium-high-risk
65002,12,93,82,187,medium-low-risk
65010,11,131,152,294,medium-high-risk
65012,12,136,146,294,medium-high-risk
65023,12,99,136,247,medium-high-risk
65034,0,0,0,0,low-risk
65036,33,122,174,329,medium-high-risk
65044,12,161,230,403,high-risk
65047,0,0,0,0,low-risk
65056,0,0,0,0,low-risk
65063,12,111,125,248,medium-high-risk
65064,0,0,0,0,low-risk
65065,0,0,0,0,low-risk
65079,0,0,0,0,low-risk
6508,12,108,141,261,medium-high-risk
65080,33,218,266,517,high-risk
65081,12,162,220,394,high-risk
65086,0,0,0,0,low-risk
65094,0,0,0,0,low-risk
65103,0,0,0,0,low-risk
65106,0,0,0,0,low-risk
65108,12,197,241,450,high-risk
65112,12,131,176,319,medium-high-risk
65119,15,124,215,354,high-risk
65128,23,142,190,355,high-risk
65133,12,165,188,365,high-risk
65140,0,0,0,0,low-risk
65143,0,0,0,0,low-risk
65151,20,143,265,428,high-risk
65168,13,124,145,282,medium-high-risk
6517,12,118,150,280,medium-high-risk
65171,39,120,173,332,high-risk
65174,0,0,0,0,low-risk
65178,12,144,235,391,high-risk
6518,12,100,128,240,medium-low-risk
6519,0,0,0,0,low-risk
65194,0,0,0,0,low-risk
65197,24,84,121,229,medium-low-risk
6521,0,0,0,0,low-risk
65219,12,104,133,249,medium-high-risk
65220,0,0,0,0,low-risk
65229,0,0,0,0,low-risk
65240,0,0,0,0,low-risk
65250,0,0,0,0,low-risk
65268,0,0,0,0,low-risk
65270,0,0,0,0,low-risk
65280,12,114,129,255,medium-high-risk
65284,0,0,0,0,low-risk
65285,16,89,134,239,medium-low-risk
65289,0,0,0,0,low-risk
65293,37,172,204,413,high-risk
65294,12,111,144,267,medium-high-risk
65310,16,102,155,273,medium-high-risk
65313,0,0,0,0,low-risk
6532,0,0,0,0,low-risk
65342,12,105,186,303,medium-high-risk
65347,43,163,244,450,high-risk
65350,12,126,158,296,medium-high-risk
65352,0,0,0,0,low-risk
6536,12,161,151,324,medium-high-risk
65369,30,112,179,321,medium-high-risk
65384,0,0,0,0,low-risk
65396,12,155,186,353,high-risk
65398,0,0,0,0,low-risk
6540,46,124,170,340,high-risk
65400,12,84,123,219,medium-low-risk
65401,37,107,250,394,high-risk
65406,0,0,0,0,low-risk
65407,0,0,0,0,low-risk
65414,0,0,0,0,low-risk
65423,0,0,0,0,low-risk
65426,0,0,0,0,low-risk
65427,12,98,128,238,medium-low-risk
6545,11,132,152,295,medium-high-risk
65450,0,0,0,0,low-risk
65456,12,161,196,369,high-risk
65459,0,0,0,0,low-risk
65469,0,0,0,0,low-risk
65471,12,129,157,298,medium-high-risk
65478,21,157,207,385,high-risk
65481,49,141,219,409,high-risk
65487,0,0,0,0,low-risk
65491,15,112,148,275,medium-high-risk
65493,0,0,0,0,low-risk
65496,30,136,191,357,high-risk
65497,28,113,162,303,medium-high-risk
65498,0,0,0,0,low-risk
65499,12,116,222,350,high-risk
65522,12,119,160,291,medium-high-risk
65526,12,114,159,285,medium-high-risk
65538,12,126,196,334,high-risk
65558,0,0,0,0,low-risk
65564,25,168,216,409,high-risk
65578,18,115,181,314,medium-high-risk
65581,12,98,160,270,medium-high-risk
65612,12,107,131,250,medium-high-risk
65615,16,113,189,318,medium-high-risk
65616,0,0,0,0,low-risk
65628,0,0,0,0,low-risk
6563,49,121,185,355,high-risk
65634,24,161,229,414,high-risk
65639,12,124,166,302,medium-high-risk
65643,12,138,148,298,medium-high-risk
65649,12,145,189,346,high-risk
65655,0,0,0,0,low-risk
6566,0,0,0,0,low-risk
65669,12,76,97,185,medium-low-risk
6567,17,152,217,386,high-risk
6568,0,0,0,0,low-risk
65684,0,0,0,0,low-risk
6569,0,0,0,0,low-risk
65691,0,0,0,0,low-risk
65695,0,0,0,0,low-risk
65703,0,0,0,0,low-risk
65732,12,96,143,251,medium-high-risk
6574,12,151,178,341,high-risk
65744,12,137,173,322,medium-high-risk
6575,24,125,162,311,medium-high-risk
65755,0,0,0,0,low-risk
65757,12,128,206,346,high-risk
65769,0,0,0,0,low-risk
65781,13,105,117,235,medium-low-risk
65786,36,136,180,352,high-risk
65789,0,0,0,0,low-risk
65794,0,0,0,0,low-risk
65800,20,102,148,270,medium-high-risk
65802,12,106,126,244,medium-low-risk
65805,0,0,0,0,low-risk
65807,21,122,189,332,high-risk
65824,13,79,139,231,medium-low-risk
65826,12,126,149,287,medium-high-risk
65834,23,127,177,327,medium-high-risk
65842,0,0,0,0,low-risk
65855,0,0,0,0,low-risk
65861,11,122,157,290,medium-high-risk
65870,51,172,194,417,high-risk
65883,16,127,170,313,medium-high-risk
65884,34,115,156,305,medium-high-risk
6589,32,146,204,382,high-risk
65897,12,107,146,265,medium-high-risk
65913,12,87,116,215,medium-low-risk
65914,40,142,211,393,high-risk
65915,0,0,0,0,low-risk
65917,15,160,182,357,high-risk
65922,61,180,308,549,high-risk
65929,31,150,170,351,high-risk
65935,34,127,148,309,medium-high-risk
65946,0,0,0,0,low-risk
65960,13,143,181,337,high-risk
65968,0,0,0,0,low-risk
65970,0,0,0,0,low-risk
65975,0,0,0,0,low-risk
65978,12,175,188,375,high-risk
65979,42,116,191,349,high-risk
6599,0,0,0,0,low-risk
65991,19,111,193,323,medium-high-risk
66003,0,0,0,0,low-risk
66006,62,187,289,538,high-risk
66020,22,131,161,314,medium-high-risk
66029,12,102,122,236,medium-low-risk
66041,12,95,124,231,medium-low-risk
66049,12,99,139,250,medium-high-risk
66054,13,110,182,305,medium-high-risk
66057,0,0,0,0,low-risk
66064,12,91,125,228,medium-low-risk
66065,20,80,152,252,medium-high-risk
66068,0,0,0,0,low-risk
6607,0,0,0,0,low-risk
66081,0,0,0,0,low-risk
66095,0,0,0,0,low-risk
66097,12,146,179,337,high-risk
66099,31,146,208,385,high-risk
6610,0,0,0,0,low-risk
66106,12,102,171,285,medium-high-risk
66113,12,122,136,270,medium-high-risk
66124,0,0,0,0,low-risk
66136,14,79,127,220,medium-low-risk
6614,0,0,0,0,low-risk
66142,0,0,0,0,low-risk
66154,12,140,153,305,medium-high-risk
66157,0,0,0,0,low-risk
6616,13,179,232,424,high-risk
66160,0,0,0,0,low-risk
66168,0,0,0,0,low-risk
66170,49,213,325,587,high-risk
66172,12,118,130,260,medium-high-risk
66182,12,135,158,305,medium-high-risk
66183,12,122,194,328,medium-high-risk
66188,23,96,128,247,medium-high-risk
66192,0,0,0,0,low-risk
66193,0,0,0,0,low-risk
66196,14,107,153,274,medium-high-risk
6620,0,0,0,0,low-risk
66200,25,149,207,381,high-risk
66203,12,140,206,358,high-risk
66219,0,0,0,0,low-risk
66220,33,168,193,394,high-risk
66230,0,0,0,0,low-risk
66232,12,84,115,211,medium-low-risk
66236,0,0,0,0,low-risk
66237,12,111,138,261,medium-high-risk
66244,12,37,68,117,medium-low-risk
66250,27,110,143,280,medium-high-risk
66261,12,126,156,294,medium-high-risk
66262,0,0,0,0,low-risk
6627,12,87,117,216,medium-low-risk
66274,0,0,0,0,low-risk
66290,16,149,203,368,high-risk
66294,12,96,116,224,medium-low-risk
66312,0,0,0,0,low-risk
66314,11,152,221,384,high-risk
66315,12,134,167,313,medium-high-risk
66335,22,135,237,394,high-risk
66350,38,160,232,430,high-risk
66351,0,0,0,0,low-risk
66359,0,0,0,0,low-risk
66363,21,139,226,386,high-risk
66364,0,0,0,0,low-risk
66365,0,0,0,0,low-risk
66366,0,0,0,0,low-risk
66374,0,0,0,0,low-risk
66383,12,75,87,174,medium-low-risk
66387,23,118,169,310,medium-high-risk
66389,0,0,0,0,low-risk
66395,0,0,0,0,low-risk
66397,21,125,148,294,medium-high-risk
66401,0,0,0,0,low-risk
66414,32,116,180,328,medium-high-risk
66418,12,116,115,243,medium-low-risk
66428,22,137,161,320,medium-high-risk
66433,12,190,209,411,high-risk
66436,12,153,236,401,high-risk
66452,0,0,0,0,low-risk
66455,31,147,170,348,high-risk
66456,12,97,135,244,medium-low-risk
66466,0,0,0,0,low-risk
66470,0,0,0,0,low-risk
66476,36,146,191,373,high-risk
66483,11,119,170,300,medium-high-risk
6650,12,134,172,318,medium-high-risk
66502,0,0,0,0,low-risk
66503,36,115,149,300,medium-high-risk
66505,0,0,0,0,low-risk
6651,12,116,199,327,medium-high-risk
66515,12,127,211,350,high-risk
6653,12,129,215,356,high-risk
66539,12,130,138,280,medium-high-risk
66550,0,0,0,0,low-risk
66554,0,0,0,0,low-risk
66566,12,164,265,441,high-risk
66568,26,127,175,328,medium-high-risk
66574,0,0,0,0,low-risk
66580,39,123,160,322,medium-high-risk
66581,14,80,109,203,medium-low-risk
66584,0,0,0,0,low-risk
66597,0,0,0,0,low-risk
66600,0,0,0,0,low-risk
66604,15,140,217,372,high-risk
66605,13,131,226,370,high-risk
66611,22,108,146,276,medium-high-risk
66622,13,97,110,220,medium-low-risk
66623,12,106,145,263,medium-high-risk
66627,12,146,211,369,high-risk
66629,0,0,0,0,low-risk
6663,0,0,0,0,low-risk
66635,12,121,179,312,medium-high-risk
66642,12,146,184,342,high-risk
66657,12,109,215,336,high-risk
66660,0,0,0,0,low-risk
66662,0,0,0,0,low-risk
66667,0,0,0,0,low-risk
66697,0,0,0,0,low-risk
66699,12,114,227,353,high-risk
66705,0,0,0,0,low-risk
66715,12,111,137,260,medium-high-risk
66723,18,72,120,210,medium-low-risk
66726,0,0,0,0,low-risk
66729,28,176,277,481,high-risk
66742,12,104,144,260,medium-high-risk
66748,0,0,0,0,low-risk
66756,0,0,0,0,low-risk
66759,12,125,157,294,medium-high-risk
6677,29,118,156,303,medium-high-risk
66774,30,116,155,301,medium-high-risk
66781,0,0,0,0,low-risk
6679,12,129,142,283,medium-high-risk
66799,12,137,174,323,medium-high-risk
66807,12,175,235,422,high-risk
66808,0,0,0,0,low-risk
66812,0,0,0,0,low-risk
66813,0,0,0,0,low-risk
66817,12,122,164,298,medium-high-risk
66819,0,0,0,0,low-risk
66821,36,114,148,298,medium-high-risk
66844,0,0,0,0,low-risk
66852,36,112,148,296,medium-high-risk
66859,12,139,158,309,medium-high-risk
66866,12,137,186,335,high-risk
66869,12,109,149,270,medium-high-risk
66886,12,120,185,317,medium-high-risk
66887,12,123,196,331,high-risk
66891,29,110,153,292,medium-high-risk
66892,12,101,146,259,medium-high-risk
66895,0,0,0,0,low-risk
66898,12,126,162,300,medium-high-risk
66899,12,112,151,275,medium-high-risk
66903,0,0,0,0,low-risk
66905,12,95,158,265,medium-high-risk
66919,0,0,0,0,low-risk
6692,12,119,158,289,medium-high-risk
66923,34,100,170,304,medium-high-risk
66931,15,107,165,287,medium-high-risk
66933,14,67,125,206,medium-low-risk
66941,12,124,141,277,medium-high-risk
66944,12,114,150,276,medium-high-risk
66949,12,121,139,272,medium-high-risk
66954,0,0,0,0,low-risk
66956,12,111,125,248,medium-high-risk
66958,33,190,278,501,high-risk
66960,0,0,0,0,low-risk
66961,44,129,162,335,high-risk
66965,15,229,189,433,high-risk
66968,0,0,0,0,low-risk
66973,12,102,144,258,medium-high-risk
66974,0,0,0,0,low-risk
66979,0,0,0,0,low-risk
66986,12,88,114,214,medium-low-risk
67003,0,0,0,0,low-risk
67005,15,118,182,315,medium-high-risk
67016,12,106,143,261,medium-high-risk
67017,12,138,201,351,high-risk
67023,0,0,0,0,low-risk
6703,0,0,0,0,low-risk
67032,0,0,0,0,low-risk
67035,0,0,0,0,low-risk
67036,0,0,0,0,low-risk
67046,0,0,0,0,low-risk
67051,0,0,0,0,low-risk
67060,0,0,0,0,low-risk
67073,0,0,0,0,low-risk
67074,14,140,183,337,high-risk
67076,0,0,0,0,low-risk
67081,31,139,179,349,high-risk
67098,12,88,117,217,medium-low-risk
67115,0,0,0,0,low-risk
67117,13,141,200,354,high-risk
67119,30,155,200,385,high-risk
67120,12,134,84,230,medium-low-risk
67125,0,0,0,0,low-risk
67129,0,0,0,0,low-risk
67130,0,0,0,0,low-risk
67135,40,157,188,385,high-risk
67138,0,0,0,0,low-risk
6714,0,0,0,0,low-risk
67143,15,118,166,299,medium-high-risk
67152,13,148,162,323,medium-high-risk
67153,0,0,0,0,low-risk
67160,46,138,190,374,high-risk
67165,0,0,0,0,low-risk
67169,33,108,155,296,medium-high-risk
67173,0,0,0,0,low-risk
67176,35,164,221,420,high-risk
67182,12,168,185,365,high-risk
67186,0,0,0,0,low-risk
6719,0,0,0,0,low-risk
67196,0,0,0,0,low-risk
67203,15,129,175,319,medium-high-risk
6721,0,0,0,0,low-risk
67215,12,135,163,310,medium-high-risk
67237,0,0,0,0,low-risk
67243,0,0,0,0,low-risk
67244,12,141,163,316,medium-high-risk
67252,41,128,172,341,high-risk
67259,12,129,214,355,high-risk
67260,0,0,0,0,low-risk
67267,0,0,0,0,low-risk
67270,25,116,168,309,medium-high-risk
67276,0,0,0,0,low-risk
67297,12,160,86,258,medium-high-risk
67308,12,92,115,219,medium-low-risk
6732,0,0,0,0,low-risk
67338,14,112,166,292,medium-high-risk
67343,0,0,0,0,low-risk
67349,12,128,175,315,medium-high-risk
6736,0,0,0,0,low-risk
67370,12,81,119,212,medium-low-risk
67371,16,169,213,398,high-risk
67373,22,129,181,332,high-risk
67377,0,0,0,0,low-risk
67382,15,200,283,498,high-risk
67385,0,0,0,0,low-risk
67399,0,0,0,0,low-risk
67410,39,141,206,386,high-risk
67414,19,133,196,348,high-risk
67415,0,0,0,0,low-risk
67432,0,0,0,0,low-risk
67440,12,111,138,261,medium-high-risk
67457,13,142,165,320,medium-high-risk
67464,0,0,0,0,low-risk
67467,22,93,146,261,medium-high-risk
67475,12,95,238,345,high-risk
67486,24,146,184,354,high-risk
67492,0,0,0,0,low-risk
67497,18,160,206,384,high-risk
6750,0,0,0,0,low-risk
67503,12,88,144,244,medium-low-risk
67511,0,0,0,0,low-risk
67515,12,141,188,341,high-risk
67516,42,136,199,377,high-risk
67521,0,0,0,0,low-risk
67532,29,181,255,465,high-risk
67535,0,0,0,0,low-risk
67537,0,0,0,0,low-risk
67539,53,255,279,587,high-risk
6754,12,145,173,330,high-risk
67549,14,110,135,259,medium-high-risk
67559,12,141,235,388,high-risk
6757,0,0,0,0,low-risk
67574,12,94,129,235,medium-low-risk
67575,0,0,0,0,low-risk
67579,12,170,241,423,high-risk
67584,12,168,304,484,high-risk
67586,0,0,0,0,low-risk
67587,0,0,0,0,low-risk
67591,27,102,173,302,medium-high-risk
67592,39,137,188,364,high-risk
67599,12,129,118,259,medium-high-risk
67603,17,143,162,322,medium-high-risk
67613,13,108,151,272,medium-high-risk
67626,15,161,272,448,high-risk
67627,12,116,158,286,medium-high-risk
67640,12,151,233,396,high-risk
67652,12,185,228,425,high-risk
67653,0,0,0,0,low-risk
67666,0,0,0,0,low-risk
67679,0,0,0,0,low-risk
67693,12,155,172,339,high-risk
67695,12,131,204,347,high-risk
6770,0,0,0,0,low-risk
67725,26,72,148,246,medium-high-risk
67726,0,0,0,0,low-risk
67733,0,0,0,0,low-risk
67754,0,0,0,0,low-risk
67758,0,0,0,0,low-risk
67778,22,122,167,311,medium-high-risk
67779,12,167,218,397,high-risk
67784,12,113,145,270,medium-high-risk
67789,0,0,0,0,low-risk
67792,13,140,323,476,high-risk
67795,28,140,177,345,high-risk
67796,31,131,159,321,medium-high-risk
67797,0,0,0,0,low-risk
67804,23,117,159,299,medium-high-risk
67809,11,125,145,281,medium-high-risk
67815,0,0,0,0,low-risk
6782,19,126,185,330,high-risk
67827,32,159,254,445,high-risk
67828,0,0,0,0,low-risk
67833,0,0,0,0,low-risk
67834,0,0,0,0,low-risk
67840,12,104,150,266,medium-high-risk
67845,0,0,0,0,low-risk
67851,0,0,0,0,low-risk
67853,12,113,150,275,medium-high-risk
67856,0,0,0,0,low-risk
67863,17,81,149,247,medium-high-risk
67873,12,130,165,307,medium-high-risk
67885,0,0,0,0,low-risk
67891,30,135,179,344,high-risk
67897,21,123,172,316,medium-high-risk
67898,0,0,0,0,low-risk
67899,12,122,185,319,medium-high-risk
67909,15,113,209,337,high-risk
67912,0,0,0,0,low-risk
67920,0,0,0,0,low-risk
67924,12,105,143,260,medium-high-risk
67937,0,0,0,0,low-risk
67943,20,167,188,375,high-risk
67945,27,95,150,272,medium-high-risk
67946,12,124,155,291,medium-high-risk
67950,0,0,0,0,low-risk
67954,19,158,193,370,high-risk
67962,23,116,180,319,medium-high-risk
67966,12,163,194,369,high-risk
67968,32,118,172,322,medium-high-risk
67977,12,126,152,290,medium-high-risk
67981,0,0,0,0,low-risk
67983,22,113,157,292,medium-high-risk
67986,0,0,0,0,low-risk
67991,0,0,0,0,low-risk
67996,0,0,0,0,low-risk
68003,0,0,0,0,low-risk
68011,0,0,0,0,low-risk
68018,12,107,144,263,medium-high-risk
68022,15,132,238,385,high-risk
68033,12,99,143,254,medium-high-risk
68037,14,140,238,392,high-risk
68039,24,152,239,415,high-risk
68042,18,102,169,289,medium-high-risk
68053,0,0,0,0,low-risk
68061,12,112,164,288,medium-high-risk
68067,11,112,154,277,medium-high-risk
68069,0,0,0,0,low-risk
68078,29,144,182,355,high-risk
